time,PT.GN2_High.sample_ts_ms
2026-03-06 13:28:14.062897,3277168110
2026-03-06 13:28:14.164006,3277168211
2026-03-06 13:28:14.265045,3277168312
2026-03-06 13:28:14.365894,3277168413
2026-03-06 13:28:14.466421,3277168514
2026-03-06 13:28:14.567295,3277168614
2026-03-06 13:28:14.668827,3277168716
2026-03-06 13:28:14.770021,3277168817
2026-03-06 13:28:14.871039,3277168918
2026-03-06 13:28:14.971685,3277169019
2026-03-06 13:28:15.072512,3277169120
2026-03-06 13:28:15.173623,3277169221
2026-03-06 13:28:15.274913,3277169322
2026-03-06 13:28:15.376173,3277169423
2026-03-06 13:28:15.476819,3277169524
2026-03-06 13:28:15.577561,3277169625
2026-03-06 13:28:15.679109,3277169726
2026-03-06 13:28:15.77995,3277169827
2026-03-06 13:28:15.881153,3277169928
2026-03-06 13:28:15.982008,3277170029
2026-03-06 13:28:16.082564,3277170130
2026-03-06 13:28:16.183905,3277170231
2026-03-06 13:28:16.284886,3277170332
2026-03-06 13:28:16.385233,3277170432
2026-03-06 13:28:16.486653,3277170533
2026-03-06 13:28:16.58729,3277170634
2026-03-06 13:28:16.688606,3277170735
2026-03-06 13:28:16.788894,3277170836
2026-03-06 13:28:16.889665,3277170937
2026-03-06 13:28:16.991104,3277171038
2026-03-06 13:28:17.092008,3277171139
2026-03-06 13:28:17.193303,3277171240
2026-03-06 13:28:17.294092,3277171341
2026-03-06 13:28:17.395779,3277171442
2026-03-06 13:28:17.496729,3277171544
2026-03-06 13:28:17.597973,3277171645
2026-03-06 13:28:17.698897,3277171746
2026-03-06 13:28:17.799824,3277171847
2026-03-06 13:28:17.901007,3277171948
2026-03-06 13:28:18.001633,3277172049
2026-03-06 13:28:18.103021,3277172150
2026-03-06 13:28:18.204043,3277172251
2026-03-06 13:28:18.30488,3277172352
2026-03-06 13:28:18.405798,3277172453
2026-03-06 13:28:18.50675,3277172553
2026-03-06 13:28:18.607129,3277172654
2026-03-06 13:28:18.707577,3277172755
2026-03-06 13:28:18.80854,3277172856
2026-03-06 13:28:18.90979,3277172957
2026-03-06 13:28:19.010465,3277173058
2026-03-06 13:28:19.111468,3277173159
2026-03-06 13:28:19.212437,3277173260
2026-03-06 13:28:19.313918,3277173361
2026-03-06 13:28:19.414894,3277173462
2026-03-06 13:28:19.51544,3277173563
2026-03-06 13:28:19.616479,3277173663
2026-03-06 13:28:19.718048,3277173765
2026-03-06 13:28:19.819144,3277173866
2026-03-06 13:28:19.920085,3277173967
2026-03-06 13:28:20.021119,3277174068
2026-03-06 13:28:20.121794,3277174169
2026-03-06 13:28:20.222734,3277174270
2026-03-06 13:28:20.323341,3277174370
2026-03-06 13:28:20.424455,3277174471
2026-03-06 13:28:20.525748,3277174572
2026-03-06 13:28:20.626625,3277174673
2026-03-06 13:28:20.727195,3277174774
2026-03-06 13:28:20.828066,3277174875
2026-03-06 13:28:20.929072,3277174976
2026-03-06 13:28:21.030199,3277175077
2026-03-06 13:28:21.131651,3277175178
2026-03-06 13:28:21.23279,3277175280
2026-03-06 13:28:21.333663,3277175381
2026-03-06 13:28:21.434879,3277175482
2026-03-06 13:28:21.535729,3277175582
2026-03-06 13:28:21.636576,3277175683
2026-03-06 13:28:21.737633,3277175784
2026-03-06 13:28:21.838505,3277175886
2026-03-06 13:28:21.939535,3277175987
2026-03-06 13:28:22.04052,3277176088
2026-03-06 13:28:22.141764,3277176189
2026-03-06 13:28:22.242633,3277176290
2026-03-06 13:28:22.343391,3277176391
2026-03-06 13:28:22.444262,3277176491
2026-03-06 13:28:22.545694,3277176592
2026-03-06 13:28:22.646947,3277176694
2026-03-06 13:28:22.748405,3277176795
2026-03-06 13:28:22.849849,3277176897
2026-03-06 13:28:22.950354,3277176998
2026-03-06 13:28:23.051192,3277177098
2026-03-06 13:28:23.151882,3277177199
2026-03-06 13:28:23.252918,3277177300
2026-03-06 13:28:23.353984,3277177401
2026-03-06 13:28:23.454796,3277177501
2026-03-06 13:28:23.555486,3277177602
2026-03-06 13:28:23.656758,3277177703
2026-03-06 13:28:23.757557,3277177805
2026-03-06 13:28:23.858392,3277177906
2026-03-06 13:28:23.960258,3277178007
2026-03-06 13:28:24.06062,3277178107
2026-03-06 13:28:24.161068,3277178208
2026-03-06 13:28:24.262344,3277178309
2026-03-06 13:28:24.363746,3277178411
2026-03-06 13:28:24.465056,3277178512
2026-03-06 13:28:24.56616,3277178613
2026-03-06 13:28:24.667418,3277178714
2026-03-06 13:28:24.768709,3277178816
2026-03-06 13:28:24.870704,3277178917
2026-03-06 13:28:24.972181,3277179019
2026-03-06 13:28:25.073599,3277179121
2026-03-06 13:28:25.175195,3277179222
2026-03-06 13:28:25.275733,3277179323
2026-03-06 13:28:25.376701,3277179424
2026-03-06 13:28:25.477995,3277179525
2026-03-06 13:28:25.579012,3277179626
2026-03-06 13:28:25.679725,3277179727
2026-03-06 13:28:25.780839,3277179828
2026-03-06 13:28:25.882225,3277179929
2026-03-06 13:28:25.982656,3277180030
2026-03-06 13:28:26.084701,3277180131
2026-03-06 13:28:26.18587,3277180233
2026-03-06 13:28:26.286814,3277180334
2026-03-06 13:28:26.387952,3277180435
2026-03-06 13:28:26.489626,3277180536
2026-03-06 13:28:26.590583,3277180638
2026-03-06 13:28:26.691398,3277180738
2026-03-06 13:28:26.792482,3277180839
2026-03-06 13:28:26.8936,3277180940
2026-03-06 13:28:26.994677,3277181041
2026-03-06 13:28:27.095471,3277181142
2026-03-06 13:28:27.196058,3277181243
2026-03-06 13:28:27.297049,3277181344
2026-03-06 13:28:27.397744,3277181445
2026-03-06 13:28:27.498203,3277181546
2026-03-06 13:28:27.599586,3277181646
2026-03-06 13:28:27.700157,3277181747
2026-03-06 13:28:27.801194,3277181848
2026-03-06 13:28:27.90216,3277181949
2026-03-06 13:28:28.003435,3277182050
2026-03-06 13:28:28.104085,3277182151
2026-03-06 13:28:28.204892,3277182252
2026-03-06 13:28:28.306161,3277182353
2026-03-06 13:28:28.407077,3277182454
2026-03-06 13:28:28.508052,3277182555
2026-03-06 13:28:28.609373,3277182656
2026-03-06 13:28:28.710447,3277182757
