time,PT.Fuel_Fill_Press.sample_ts_ms
2026-03-06 12:52:20.498566,3275014545
2026-03-06 12:52:20.600057,3275014647
2026-03-06 12:52:20.700368,3275014748
2026-03-06 12:52:20.801695,3275014849
2026-03-06 12:52:20.902874,3275014950
2026-03-06 12:52:21.003967,3275015051
2026-03-06 12:52:21.104669,3275015152
2026-03-06 12:52:21.20559,3275015253
2026-03-06 12:52:21.30706,3275015354
2026-03-06 12:52:21.407788,3275015455
2026-03-06 12:52:21.508908,3275015556
2026-03-06 12:52:21.609695,3275015657
2026-03-06 12:52:21.71144,3275015758
2026-03-06 12:52:21.812861,3275015859
2026-03-06 12:52:21.913785,3275015961
2026-03-06 12:52:22.01552,3275016062
2026-03-06 12:52:22.11597,3275016163
2026-03-06 12:52:22.217023,3275016264
2026-03-06 12:52:22.318192,3275016365
2026-03-06 12:52:22.419523,3275016467
2026-03-06 12:52:22.520424,3275016568
2026-03-06 12:52:22.622457,3275016669
2026-03-06 12:52:22.723209,3275016770
2026-03-06 12:52:22.823883,3275016871
2026-03-06 12:52:22.925439,3275016972
2026-03-06 12:52:23.026075,3275017073
2026-03-06 12:52:23.126906,3275017174
2026-03-06 12:52:23.227962,3275017275
2026-03-06 12:52:23.328798,3275017376
2026-03-06 12:52:23.429681,3275017477
2026-03-06 12:52:23.531002,3275017578
2026-03-06 12:52:23.631544,3275017679
2026-03-06 12:52:23.733077,3275017780
2026-03-06 12:52:23.834593,3275017881
2026-03-06 12:52:23.935828,3275017983
2026-03-06 12:52:24.037135,3275018084
2026-03-06 12:52:24.138196,3275018185
2026-03-06 12:52:24.238765,3275018286
2026-03-06 12:52:24.339766,3275018387
2026-03-06 12:52:24.440426,3275018488
2026-03-06 12:52:24.54173,3275018588
2026-03-06 12:52:24.642497,3275018689
