time,PT.GN2_Regulated.sample_ts_ms
2026-03-06 13:35:51.49992,3277625547
2026-03-06 13:35:51.601051,3277625648
2026-03-06 13:35:51.701805,3277625749
2026-03-06 13:35:51.802448,3277625849
2026-03-06 13:35:51.903299,3277625950
2026-03-06 13:35:52.004292,3277626051
2026-03-06 13:35:52.105175,3277626152
2026-03-06 13:35:52.206147,3277626253
2026-03-06 13:35:52.307077,3277626354
2026-03-06 13:35:52.407773,3277626455
2026-03-06 13:35:52.50893,3277626556
2026-03-06 13:35:52.609759,3277626657
2026-03-06 13:35:52.710274,3277626758
2026-03-06 13:35:52.811752,3277626858
2026-03-06 13:35:52.912725,3277626959
2026-03-06 13:35:53.013344,3277627060
2026-03-06 13:35:53.11454,3277627161
2026-03-06 13:35:53.215671,3277627263
2026-03-06 13:35:53.31673,3277627364
2026-03-06 13:35:53.418154,3277627465
2026-03-06 13:35:53.519108,3277627566
2026-03-06 13:35:53.619847,3277627667
2026-03-06 13:35:53.721236,3277627768
2026-03-06 13:35:53.82169,3277627869
2026-03-06 13:35:53.923004,3277627970
2026-03-06 13:35:54.024106,3277628071
2026-03-06 13:35:54.124542,3277628172
2026-03-06 13:35:54.226044,3277628273
2026-03-06 13:35:54.327326,3277628374
2026-03-06 13:35:54.427955,3277628475
2026-03-06 13:35:54.528895,3277628576
2026-03-06 13:35:54.630063,3277628677
2026-03-06 13:35:54.731088,3277628778
2026-03-06 13:35:54.832066,3277628879
2026-03-06 13:35:54.93284,3277628980
2026-03-06 13:35:55.033832,3277629081
2026-03-06 13:35:55.13475,3277629182
2026-03-06 13:35:55.235593,3277629283
2026-03-06 13:35:55.336875,3277629384
2026-03-06 13:35:55.438048,3277629485
2026-03-06 13:35:55.538779,3277629586
2026-03-06 13:35:55.63966,3277629687
2026-03-06 13:35:55.740833,3277629788
2026-03-06 13:35:55.841748,3277629889
2026-03-06 13:35:55.942888,3277629990
2026-03-06 13:35:56.043945,3277630091
2026-03-06 13:35:56.145597,3277630192
2026-03-06 13:35:56.246287,3277630293
2026-03-06 13:35:56.34829,3277630395
2026-03-06 13:35:56.448631,3277630496
