time,PT.GSE_Mid.raw_adc_counts
2026-03-06 13:13:48.566432,1291494829
2026-03-06 13:13:48.667089,1266505556
2026-03-06 13:13:48.768608,1241475507
2026-03-06 13:13:48.869903,1216440746
2026-03-06 13:13:48.970743,1191432939
2026-03-06 13:13:49.072157,1166472202
2026-03-06 13:13:49.173837,1141482718
2026-03-06 13:13:49.274976,1116661888
2026-03-06 13:13:49.375811,1092032836
2026-03-06 13:13:49.476631,1067492277
2026-03-06 13:13:49.577463,1043122933
2026-03-06 13:13:49.679301,1018785685
2026-03-06 13:13:49.780252,994825515
2026-03-06 13:13:49.881207,971057757
2026-03-06 13:13:49.982553,947453176
2026-03-06 13:13:50.083832,924157573
2026-03-06 13:13:50.18491,901157423
2026-03-06 13:13:50.285532,878483693
2026-03-06 13:13:50.386768,856172130
2026-03-06 13:13:50.488017,834164125
2026-03-06 13:13:50.588675,812543103
2026-03-06 13:13:50.68983,791279539
2026-03-06 13:13:50.791918,770349848
2026-03-06 13:13:50.892695,749959655
2026-03-06 13:13:50.994326,729933589
2026-03-06 13:13:51.095629,710348426
2026-03-06 13:13:51.197085,691328278
2026-03-06 13:13:51.298358,672795026
2026-03-06 13:13:51.39935,654779550
2026-03-06 13:13:51.500723,637346708
2026-03-06 13:13:51.601315,620499206
2026-03-06 13:13:51.702439,604212671
2026-03-06 13:13:51.80351,588472819
2026-03-06 13:13:51.904226,573365607
2026-03-06 13:13:52.005047,558868397
2026-03-06 13:13:52.105975,544981369
2026-03-06 13:13:52.207093,531687094
2026-03-06 13:13:52.307936,519067075
2026-03-06 13:13:52.408522,507123034
2026-03-06 13:13:52.50975,495838394
2026-03-06 13:13:52.610746,485235557
2026-03-06 13:13:52.711506,475327131
2026-03-06 13:13:52.811752,466123964
2026-03-06 13:13:52.913424,457595116
2026-03-06 13:13:53.014095,449799785
2026-03-06 13:13:53.114853,442720706
2026-03-06 13:13:53.215633,436373319
2026-03-06 13:13:53.31699,430740292
2026-03-06 13:13:53.417595,425864946
2026-03-06 13:13:53.518521,421734763
2026-03-06 13:13:53.619538,418341973
2026-03-06 13:13:53.720892,415697327
2026-03-06 13:13:53.822146,413814491
2026-03-06 13:13:53.922809,412688757
2026-03-06 13:13:54.023525,412316887
2026-03-06 13:13:54.124449,412699918
2026-03-06 13:13:54.225317,413840609
2026-03-06 13:13:54.326137,415733010
2026-03-06 13:13:54.426917,418374796
