time,PT.Ox_Downstream.channel_id
2026-03-06 12:32:45.423347,7
2026-03-06 12:32:45.525455,7
2026-03-06 12:32:45.626412,7
2026-03-06 12:32:45.728029,7
2026-03-06 12:32:45.829062,7
2026-03-06 12:32:45.930218,7
2026-03-06 12:32:46.031772,7
2026-03-06 12:32:46.132595,7
2026-03-06 12:32:46.233719,7
2026-03-06 12:32:46.334545,7
2026-03-06 12:32:46.435519,7
2026-03-06 12:32:46.536731,7
2026-03-06 12:32:46.638792,7
2026-03-06 12:32:46.739818,7
2026-03-06 12:32:46.841031,7
2026-03-06 12:32:46.941996,7
2026-03-06 12:32:47.043314,7
2026-03-06 12:32:47.144569,7
2026-03-06 12:32:47.245027,7
2026-03-06 12:32:47.34679,7
2026-03-06 12:32:47.447769,7
2026-03-06 12:32:47.549197,7
2026-03-06 12:32:47.650247,7
2026-03-06 12:32:47.751484,7
2026-03-06 12:32:47.852768,7
2026-03-06 12:32:47.953736,7
2026-03-06 12:32:48.054718,7
2026-03-06 12:32:48.155935,7
2026-03-06 12:32:48.256757,7
2026-03-06 12:32:48.358261,7
2026-03-06 12:32:48.458908,7
2026-03-06 12:32:48.560109,7
2026-03-06 12:32:48.661345,7
2026-03-06 12:32:48.76246,7
2026-03-06 12:32:48.863974,7
2026-03-06 12:32:48.965038,7
2026-03-06 12:32:49.066963,7
2026-03-06 12:32:49.168826,7
2026-03-06 12:32:49.269826,7
2026-03-06 12:32:49.370965,7
2026-03-06 12:32:49.471423,7
2026-03-06 12:32:49.574529,7
2026-03-06 12:32:49.674228,7
2026-03-06 12:32:49.775204,7
2026-03-06 12:32:49.87692,7
2026-03-06 12:32:49.978118,7
2026-03-06 12:32:50.078933,7
2026-03-06 12:32:50.179778,7
2026-03-06 12:32:50.280761,7
2026-03-06 12:32:50.381821,7
2026-03-06 12:32:50.482526,7
2026-03-06 12:32:50.583789,7
2026-03-06 12:32:50.68398,7
2026-03-06 12:32:50.785021,7
2026-03-06 12:32:50.885258,7
2026-03-06 12:32:50.986296,7
2026-03-06 12:32:51.087576,7
2026-03-06 12:32:51.188259,7
2026-03-06 12:32:51.289166,7
2026-03-06 12:32:51.390343,7
2026-03-06 12:32:51.491079,7
2026-03-06 12:32:51.592962,7
2026-03-06 12:32:51.693155,7
2026-03-06 12:32:51.794051,7
2026-03-06 12:32:51.895068,7
2026-03-06 12:32:51.99622,7
2026-03-06 12:32:52.096715,7
2026-03-06 12:32:52.197538,7
2026-03-06 12:32:52.29834,7
2026-03-06 12:32:52.398654,7
2026-03-06 12:32:52.499867,7
2026-03-06 12:32:52.601132,7
2026-03-06 12:32:52.701463,7
2026-03-06 12:32:52.802225,7
2026-03-06 12:32:52.903286,7
2026-03-06 12:32:53.004299,7
2026-03-06 12:32:53.105733,7
2026-03-06 12:32:53.206477,7
2026-03-06 12:32:53.30724,7
2026-03-06 12:32:53.408318,7
2026-03-06 12:32:53.50951,7
2026-03-06 12:32:53.611107,7
2026-03-06 12:32:53.711175,7
2026-03-06 12:32:53.812448,7
2026-03-06 12:32:53.913548,7
2026-03-06 12:32:54.014887,7
2026-03-06 12:32:54.11539,7
2026-03-06 12:32:54.216452,7
2026-03-06 12:32:54.317736,7
2026-03-06 12:32:54.418507,7
2026-03-06 12:32:54.519095,7
2026-03-06 12:32:54.621246,7
2026-03-06 12:32:54.721375,7
2026-03-06 12:32:54.822631,7
2026-03-06 12:32:54.923288,7
2026-03-06 12:32:55.024711,7
2026-03-06 12:32:55.125698,7
2026-03-06 12:32:55.22636,7
2026-03-06 12:32:55.327845,7
2026-03-06 12:32:55.428879,7
