time,PT.Ox_Downstream.sample_ts_ms
2026-03-06 13:03:27.811811,3275681859
2026-03-06 13:03:27.912818,3275681960
2026-03-06 13:03:28.013507,3275682061
2026-03-06 13:03:28.11538,3275682162
2026-03-06 13:03:28.215532,3275682263
2026-03-06 13:03:28.316626,3275682364
2026-03-06 13:03:28.417769,3275682465
2026-03-06 13:03:28.519029,3275682566
2026-03-06 13:03:28.620084,3275682667
2026-03-06 13:03:28.720701,3275682767
2026-03-06 13:03:28.82145,3275682868
2026-03-06 13:03:28.922234,3275682969
2026-03-06 13:03:29.023074,3275683070
2026-03-06 13:03:29.12365,3275683171
2026-03-06 13:03:29.224782,3275683272
2026-03-06 13:03:29.325667,3275683373
2026-03-06 13:03:29.426935,3275683474
2026-03-06 13:03:29.528124,3275683575
2026-03-06 13:03:29.629065,3275683676
2026-03-06 13:03:29.730617,3275683777
2026-03-06 13:03:29.830734,3275683878
2026-03-06 13:03:29.932204,3275683979
2026-03-06 13:03:30.033016,3275684080
2026-03-06 13:03:30.13377,3275684181
2026-03-06 13:03:30.234788,3275684282
2026-03-06 13:03:30.335646,3275684383
2026-03-06 13:03:30.436644,3275684484
2026-03-06 13:03:30.537483,3275684584
2026-03-06 13:03:30.638509,3275684686
2026-03-06 13:03:30.739376,3275684786
2026-03-06 13:03:30.840554,3275684887
2026-03-06 13:03:30.940811,3275684988
2026-03-06 13:03:31.041833,3275685089
