time,ACT.GN2_Vent.status
2026-03-06 21:25:44.475935,0
2026-03-06 21:25:44.517736,0
2026-03-06 21:25:44.578204,0
2026-03-06 21:25:44.620223,0
2026-03-06 21:25:44.68005,0
2026-03-06 21:25:44.721877,0
2026-03-06 21:25:44.782244,0
2026-03-06 21:25:44.82347,0
2026-03-06 21:25:44.883936,0
2026-03-06 21:25:44.926034,0
2026-03-06 21:25:44.986392,0
2026-03-06 21:25:45.027972,0
2026-03-06 21:25:45.087787,0
2026-03-06 21:25:45.129674,0
2026-03-06 21:25:45.190083,0
2026-03-06 21:25:45.232178,0
2026-03-06 21:25:45.292017,0
2026-03-06 21:25:45.333906,0
