time,ACT.Fuel_Fill_Vent.raw_adc_counts
2026-03-06 21:14:20.25117,1049894824
2026-03-06 21:14:20.298378,0
2026-03-06 21:14:20.353385,1049840744
2026-03-06 21:14:20.400377,978534504
2026-03-06 21:14:20.455689,1049894824
2026-03-06 21:14:20.502157,0
2026-03-06 21:14:20.557388,1049813704
2026-03-06 21:14:20.604428,0
2026-03-06 21:14:20.65909,1049813704
2026-03-06 21:14:20.706205,0
2026-03-06 21:14:20.761644,1049786664
2026-03-06 21:14:20.808725,0
2026-03-06 21:14:20.863255,1049813704
2026-03-06 21:14:20.910142,0
2026-03-06 21:14:20.965636,1049840744
2026-03-06 21:14:21.012379,0
2026-03-06 21:14:21.067163,1049921865
2026-03-06 21:14:21.114473,978534504
2026-03-06 21:14:21.169666,1049948905
2026-03-06 21:14:21.216155,0
2026-03-06 21:14:21.271595,1050002985
2026-03-06 21:14:21.318239,0
2026-03-06 21:14:21.373392,1049948905
2026-03-06 21:14:21.420201,0
2026-03-06 21:14:21.47544,1049840744
2026-03-06 21:14:21.522439,978534504
2026-03-06 21:14:21.577272,1049840744
2026-03-06 21:14:21.624285,0
2026-03-06 21:14:21.679372,1049840744
2026-03-06 21:14:21.726014,0
2026-03-06 21:14:21.781696,1049840744
2026-03-06 21:14:21.828064,0
2026-03-06 21:14:21.883214,1049867784
2026-03-06 21:14:21.930287,0
2026-03-06 21:14:21.98576,1049894824
2026-03-06 21:14:22.032507,0
2026-03-06 21:14:22.087748,1049894824
2026-03-06 21:14:22.134312,0
2026-03-06 21:14:22.18957,1049867784
2026-03-06 21:14:22.236365,978534504
2026-03-06 21:14:22.291363,1049840744
2026-03-06 21:14:22.338133,0
2026-03-06 21:14:22.39343,1049786664
2026-03-06 21:14:22.440306,0
2026-03-06 21:14:22.495413,1049840744
2026-03-06 21:14:22.542418,0
2026-03-06 21:14:22.597689,1049840744
2026-03-06 21:14:22.644547,0
2026-03-06 21:14:22.699576,1049840744
2026-03-06 21:14:22.746276,978534504
2026-03-06 21:14:22.801415,1049840744
2026-03-06 21:14:22.848207,0
2026-03-06 21:14:22.903578,1049813704
2026-03-06 21:14:22.950378,0
2026-03-06 21:14:23.005239,1049840744
2026-03-06 21:14:23.052229,0
2026-03-06 21:14:23.107625,1049786664
2026-03-06 21:14:23.154284,0
