time,PT.GSE_High.status
2026-03-06 21:14:25.33264,0
2026-03-06 21:14:25.332695,0
2026-03-06 21:14:25.332753,0
2026-03-06 21:14:25.332811,0
2026-03-06 21:14:25.332876,0
2026-03-06 21:14:25.332913,0
2026-03-06 21:14:25.332966,0
2026-03-06 21:14:25.432214,0
2026-03-06 21:14:25.432442,0
2026-03-06 21:14:25.432518,0
2026-03-06 21:14:25.432592,0
2026-03-06 21:14:25.432667,0
2026-03-06 21:14:25.432749,0
2026-03-06 21:14:25.432814,0
2026-03-06 21:14:25.43287,0
2026-03-06 21:14:25.432945,0
2026-03-06 21:14:25.532401,0
2026-03-06 21:14:25.532508,0
2026-03-06 21:14:25.532566,0
2026-03-06 21:14:25.532617,0
2026-03-06 21:14:25.532666,0
2026-03-06 21:14:25.532701,0
2026-03-06 21:14:25.532751,0
2026-03-06 21:14:25.532798,0
2026-03-06 21:14:25.532844,0
2026-03-06 21:14:25.633287,0
2026-03-06 21:14:25.633439,0
2026-03-06 21:14:25.633534,0
2026-03-06 21:14:25.633626,0
2026-03-06 21:14:25.633716,0
2026-03-06 21:14:25.633809,0
2026-03-06 21:14:25.6339,0
2026-03-06 21:14:25.633967,0
2026-03-06 21:14:25.634047,0
2026-03-06 21:14:25.733495,0
2026-03-06 21:14:25.733644,0
2026-03-06 21:14:25.733721,0
2026-03-06 21:14:25.733794,0
2026-03-06 21:14:25.733864,0
2026-03-06 21:14:25.73393,0
2026-03-06 21:14:25.734002,0
2026-03-06 21:14:25.73405,0
2026-03-06 21:14:25.734119,0
2026-03-06 21:14:25.833095,0
2026-03-06 21:14:25.833215,0
2026-03-06 21:14:25.833272,0
2026-03-06 21:14:25.833328,0
2026-03-06 21:14:25.833383,0
2026-03-06 21:14:25.833433,0
2026-03-06 21:14:25.833486,0
2026-03-06 21:14:25.833537,0
2026-03-06 21:14:25.833591,0
2026-03-06 21:14:25.937426,0
2026-03-06 21:14:25.937615,0
2026-03-06 21:14:25.937689,0
2026-03-06 21:14:25.937764,0
2026-03-06 21:14:25.93783,0
2026-03-06 21:14:25.937893,0
2026-03-06 21:14:25.937944,0
2026-03-06 21:14:25.937993,0
2026-03-06 21:14:25.938051,0
2026-03-06 21:14:26.037678,0
2026-03-06 21:14:26.037824,0
2026-03-06 21:14:26.037901,0
2026-03-06 21:14:26.037978,0
2026-03-06 21:14:26.038048,0
2026-03-06 21:14:26.038117,0
2026-03-06 21:14:26.038193,0
2026-03-06 21:14:26.038249,0
2026-03-06 21:14:26.038295,0
2026-03-06 21:14:26.137196,0
2026-03-06 21:14:26.137357,0
2026-03-06 21:14:26.137446,0
2026-03-06 21:14:26.137519,0
2026-03-06 21:14:26.1376,0
2026-03-06 21:14:26.137673,0
2026-03-06 21:14:26.137743,0
2026-03-06 21:14:26.137819,0
2026-03-06 21:14:26.137884,0
2026-03-06 21:14:26.23753,0
2026-03-06 21:14:26.237677,0
2026-03-06 21:14:26.237768,0
2026-03-06 21:14:26.237855,0
2026-03-06 21:14:26.237945,0
2026-03-06 21:14:26.238032,0
2026-03-06 21:14:26.238101,0
2026-03-06 21:14:26.238187,0
2026-03-06 21:14:26.23825,0
2026-03-06 21:14:26.337396,0
2026-03-06 21:14:26.337526,0
2026-03-06 21:14:26.337581,0
2026-03-06 21:14:26.337631,0
2026-03-06 21:14:26.337692,0
2026-03-06 21:14:26.337734,0
2026-03-06 21:14:26.337775,0
