time,PT_Cal.Ox_Upstream.channel_id
2026-03-06 21:27:00.359692,5
2026-03-06 21:27:00.359767,5
2026-03-06 21:27:00.468382,5
2026-03-06 21:27:00.468616,5
2026-03-06 21:27:00.468695,5
2026-03-06 21:27:00.468807,5
2026-03-06 21:27:00.468908,5
2026-03-06 21:27:00.469077,5
2026-03-06 21:27:00.469149,5
2026-03-06 21:27:00.577874,5
2026-03-06 21:27:00.577944,5
2026-03-06 21:27:00.578089,5
2026-03-06 21:27:00.578258,5
2026-03-06 21:27:00.578439,5
2026-03-06 21:27:00.578539,5
2026-03-06 21:27:00.578593,5
2026-03-06 21:27:00.578744,5
2026-03-06 21:27:00.57889,5
2026-03-06 21:27:00.579049,5
2026-03-06 21:27:00.685772,5
2026-03-06 21:27:00.685828,5
2026-03-06 21:27:00.686069,5
2026-03-06 21:27:00.686141,5
2026-03-06 21:27:00.686374,5
2026-03-06 21:27:00.795439,5
2026-03-06 21:27:00.795511,5
2026-03-06 21:27:00.795565,5
2026-03-06 21:27:00.796005,5
2026-03-06 21:27:00.796131,5
2026-03-06 21:27:00.796173,5
2026-03-06 21:27:00.903925,5
2026-03-06 21:27:00.904024,5
2026-03-06 21:27:00.90406,5
2026-03-06 21:27:00.904096,5
2026-03-06 21:27:00.904169,5
2026-03-06 21:27:00.904294,5
2026-03-06 21:27:00.904461,5
