time,PT_Cal.Fuel_Fill_Press.raw_adc
2026-03-06 21:18:19.76958,2143859043
2026-03-06 21:18:19.769735,2143772740
2026-03-06 21:18:19.769798,2143674301
2026-03-06 21:18:19.76986,2143700596
2026-03-06 21:18:19.878694,2143985799
2026-03-06 21:18:19.878763,2143868481
2026-03-06 21:18:19.878786,2143753862
2026-03-06 21:18:19.878816,2143972314
2026-03-06 21:18:19.878847,2143892080
2026-03-06 21:18:19.878894,2143906913
2026-03-06 21:18:19.879306,2143985799
2026-03-06 21:18:19.987906,2143981754
2026-03-06 21:18:19.987991,2144132109
2026-03-06 21:18:19.988043,2144018163
2026-03-06 21:18:19.988091,2144085587
2026-03-06 21:18:19.988209,2143981754
2026-03-06 21:18:19.988289,2144219086
2026-03-06 21:18:19.988515,2144010746
2026-03-06 21:18:20.096778,2144168518
2026-03-06 21:18:20.096977,2144139526
2026-03-06 21:18:20.097196,2144109184
2026-03-06 21:18:20.097415,2144179980
2026-03-06 21:18:20.09745,2144168518
2026-03-06 21:18:20.097641,2144055245
2026-03-06 21:18:20.097865,2144167170
