time,ACT.GSE_High_Press_Vent.status
2026-03-06 21:36:54.389963,0
2026-03-06 21:36:54.417092,0
2026-03-06 21:36:54.492002,0
2026-03-06 21:36:54.519142,0
2026-03-06 21:36:54.594048,0
2026-03-06 21:36:54.621099,0
2026-03-06 21:36:54.696003,0
2026-03-06 21:36:54.723199,0
2026-03-06 21:36:54.798016,0
2026-03-06 21:36:54.82538,0
2026-03-06 21:36:54.899923,0
2026-03-06 21:36:54.927143,0
2026-03-06 21:36:55.00231,0
2026-03-06 21:36:55.029424,0
2026-03-06 21:36:55.103818,0
2026-03-06 21:36:55.13086,0
2026-03-06 21:36:55.205983,0
2026-03-06 21:36:55.233025,0
2026-03-06 21:36:55.307924,0
2026-03-06 21:36:55.335085,0
2026-03-06 21:36:55.409642,0
2026-03-06 21:36:55.436821,0
2026-03-06 21:36:55.511976,0
2026-03-06 21:36:55.539346,0
2026-03-06 21:36:55.614285,0
2026-03-06 21:36:55.641074,0
2026-03-06 21:36:55.715653,0
