time,TC_Cal.CH4.temperature_c
2026-03-06 21:19:37.769551,0.0
2026-03-06 21:19:37.896619,0.0
2026-03-06 21:19:37.896664,0.0
2026-03-06 21:19:37.896678,0.0
2026-03-06 21:19:37.896691,0.0
2026-03-06 21:19:37.89673,0.0
2026-03-06 21:19:37.89701,0.0
2026-03-06 21:19:37.89705,0.0
2026-03-06 21:19:37.897089,0.0
2026-03-06 21:19:37.897115,2.1474836
2026-03-06 21:19:38.023796,0.0
2026-03-06 21:19:38.023845,0.0
2026-03-06 21:19:38.023869,0.0
2026-03-06 21:19:38.023892,0.0
2026-03-06 21:19:38.023913,0.0
2026-03-06 21:19:38.023934,0.0
2026-03-06 21:19:38.024258,2.1474836
2026-03-06 21:19:38.150629,0.0
2026-03-06 21:19:38.150686,0.0
2026-03-06 21:19:38.150715,0.0
2026-03-06 21:19:38.150758,0.0
2026-03-06 21:19:38.150793,0.0
2026-03-06 21:19:38.150809,0.0
2026-03-06 21:19:38.150838,0.0
2026-03-06 21:19:38.150875,0.0
2026-03-06 21:19:38.150881,2.1474836
2026-03-06 21:19:38.15094,0.0
2026-03-06 21:19:38.277361,0.0
2026-03-06 21:19:38.277492,0.0
2026-03-06 21:19:38.277615,0.0
2026-03-06 21:19:38.277752,0.0
2026-03-06 21:19:38.277825,0.0
2026-03-06 21:19:38.277926,0.0
2026-03-06 21:19:38.27805,0.0
2026-03-06 21:19:38.278118,2.1474836
2026-03-06 21:19:38.27813,0.0
2026-03-06 21:19:38.278259,0.0
2026-03-06 21:19:38.404446,0.0
2026-03-06 21:19:38.404529,0.0
2026-03-06 21:19:38.404617,0.0
2026-03-06 21:19:38.404673,0.0
2026-03-06 21:19:38.404688,2.1474836
2026-03-06 21:19:38.404754,0.0
2026-03-06 21:19:38.404815,0.0
2026-03-06 21:19:38.404863,0.0
2026-03-06 21:19:38.404927,0.0
2026-03-06 21:19:38.535221,0.0
2026-03-06 21:19:38.535272,0.0
2026-03-06 21:19:38.535347,0.0
2026-03-06 21:19:38.535427,0.0
2026-03-06 21:19:38.535508,0.0
2026-03-06 21:19:38.535602,0.0
2026-03-06 21:19:38.535738,0.0
2026-03-06 21:19:38.53574,2.1474836
2026-03-06 21:19:38.53582,0.0
2026-03-06 21:19:38.663003,0.0
2026-03-06 21:19:38.663088,0.0
2026-03-06 21:19:38.663156,0.0
2026-03-06 21:19:38.663228,0.0
2026-03-06 21:19:38.663306,0.0
2026-03-06 21:19:38.6634,0.0
2026-03-06 21:19:38.663483,0.0
2026-03-06 21:19:38.663566,0.0
2026-03-06 21:19:38.663618,2.1474836
2026-03-06 21:19:38.789317,0.0
2026-03-06 21:19:38.789351,0.0
2026-03-06 21:19:38.789366,0.0
2026-03-06 21:19:38.789409,0.0
2026-03-06 21:19:38.78946,0.0
2026-03-06 21:19:38.789519,0.0
2026-03-06 21:19:38.789763,2.1474836
2026-03-06 21:19:38.917584,0.0
2026-03-06 21:19:38.917672,0.0
2026-03-06 21:19:38.917695,0.0
2026-03-06 21:19:38.917722,0.0
2026-03-06 21:19:38.917899,0.0
2026-03-06 21:19:38.917936,0.0
2026-03-06 21:19:38.917943,2.1474836
2026-03-06 21:19:38.917979,0.0
2026-03-06 21:19:38.918018,0.0
2026-03-06 21:19:38.91807,0.0
2026-03-06 21:19:39.044383,0.0
2026-03-06 21:19:39.044417,0.0
2026-03-06 21:19:39.044438,0.0
2026-03-06 21:19:39.044458,0.0
2026-03-06 21:19:39.044485,0.0
2026-03-06 21:19:39.044523,0.0
2026-03-06 21:19:39.044573,0.0
2026-03-06 21:19:39.044609,0.0
2026-03-06 21:19:39.044649,0.0
2026-03-06 21:19:39.044678,2.1474836
2026-03-06 21:19:39.171145,0.0
2026-03-06 21:19:39.171181,0.0
2026-03-06 21:19:39.171194,0.0
2026-03-06 21:19:39.171208,0.0
2026-03-06 21:19:39.171227,0.0
2026-03-06 21:19:39.171243,0.0
2026-03-06 21:19:39.171258,0.0
2026-03-06 21:19:39.171279,0.0
2026-03-06 21:19:39.171412,2.1474836
2026-03-06 21:19:39.298488,0.0
2026-03-06 21:19:39.298519,0.0
2026-03-06 21:19:39.29853,0.0
2026-03-06 21:19:39.298541,0.0
2026-03-06 21:19:39.298549,0.0
2026-03-06 21:19:39.298979,2.1474836
2026-03-06 21:19:39.425419,0.0
2026-03-06 21:19:39.425452,0.0
2026-03-06 21:19:39.425475,0.0
2026-03-06 21:19:39.425506,0.0
2026-03-06 21:19:39.425539,0.0
2026-03-06 21:19:39.425786,2.1474836
2026-03-06 21:19:39.55649,0.0
2026-03-06 21:19:39.556653,0.0
2026-03-06 21:19:39.5567,0.0
2026-03-06 21:19:39.556747,0.0
2026-03-06 21:19:39.556827,0.0
2026-03-06 21:19:39.556931,0.0
2026-03-06 21:19:39.557015,2.1474836
2026-03-06 21:19:39.557024,0.0
2026-03-06 21:19:39.557152,0.0
2026-03-06 21:19:39.683577,0.0
2026-03-06 21:19:39.683611,0.0
2026-03-06 21:19:39.683632,0.0
2026-03-06 21:19:39.68364,0.0
2026-03-06 21:19:39.683667,0.0
2026-03-06 21:19:39.683676,0.0
2026-03-06 21:19:39.6837,0.0
