time,PT.GN2_Regulated.status
2026-03-06 21:29:46.258335,0
2026-03-06 21:29:46.258388,0
2026-03-06 21:29:46.258441,0
2026-03-06 21:29:46.258501,0
2026-03-06 21:29:46.258555,0
2026-03-06 21:29:46.258576,0
2026-03-06 21:29:46.258613,0
2026-03-06 21:29:46.258632,0
2026-03-06 21:29:46.367442,0
2026-03-06 21:29:46.367528,0
2026-03-06 21:29:46.367554,0
2026-03-06 21:29:46.367588,0
2026-03-06 21:29:46.367618,0
2026-03-06 21:29:46.367641,0
2026-03-06 21:29:46.367681,0
2026-03-06 21:29:46.36771,0
2026-03-06 21:29:46.367744,0
2026-03-06 21:29:46.475945,0
2026-03-06 21:29:46.476009,0
2026-03-06 21:29:46.476065,0
2026-03-06 21:29:46.476126,0
2026-03-06 21:29:46.476187,0
2026-03-06 21:29:46.476239,0
2026-03-06 21:29:46.476293,0
2026-03-06 21:29:46.476337,0
2026-03-06 21:29:46.476358,0
2026-03-06 21:29:46.585523,0
2026-03-06 21:29:46.585571,0
2026-03-06 21:29:46.585594,0
2026-03-06 21:29:46.585625,0
2026-03-06 21:29:46.585648,0
2026-03-06 21:29:46.585671,0
2026-03-06 21:29:46.585697,0
