time,PT_Cal.Ox_Upstream.pressure_psi
2026-03-06 21:31:31.226353,0.22053185
2026-03-06 21:31:31.226547,0.0
2026-03-06 21:31:31.226792,0.0
2026-03-06 21:31:31.336129,0.0
2026-03-06 21:31:31.336286,0.0
2026-03-06 21:31:31.336407,0.0
2026-03-06 21:31:31.336512,0.0
2026-03-06 21:31:31.336664,0.0
2026-03-06 21:31:31.336767,0.220426
2026-03-06 21:31:31.444093,0.0
2026-03-06 21:31:31.444149,0.0
2026-03-06 21:31:31.444186,0.0
2026-03-06 21:31:31.444258,0.0
2026-03-06 21:31:31.444446,0.0
2026-03-06 21:31:31.444753,0.2199311
2026-03-06 21:31:31.553918,0.0
2026-03-06 21:31:31.554014,0.0
2026-03-06 21:31:31.55408,0.0
2026-03-06 21:31:31.554123,0.0
2026-03-06 21:31:31.554162,0.0
2026-03-06 21:31:31.554202,0.0
2026-03-06 21:31:31.554255,0.0
2026-03-06 21:31:31.554275,0.21999177
2026-03-06 21:31:31.554345,0.0
