time,ACT.Fuel_Fill_Press.raw_adc_counts
2026-03-06 21:27:25.797181,0
2026-03-06 21:27:25.864612,1036930277
2026-03-06 21:27:25.899246,0
2026-03-06 21:27:25.966997,1036822116
2026-03-06 21:27:26.000956,0
2026-03-06 21:27:26.06914,1037038437
2026-03-06 21:27:26.102973,0
2026-03-06 21:27:26.171176,1036930277
2026-03-06 21:27:26.204896,0
2026-03-06 21:27:26.273257,1037687403
2026-03-06 21:27:26.307225,0
2026-03-06 21:27:26.37499,1036930277
2026-03-06 21:27:26.409806,0
2026-03-06 21:27:26.476759,1037038437
2026-03-06 21:27:26.511077,0
2026-03-06 21:27:26.578838,1037146598
2026-03-06 21:27:26.613365,0
2026-03-06 21:27:26.681061,1036930277
2026-03-06 21:27:26.715241,0
2026-03-06 21:27:26.782944,1037146598
2026-03-06 21:27:26.817251,0
2026-03-06 21:27:26.885062,1036930277
2026-03-06 21:27:26.919157,0
2026-03-06 21:27:26.98687,1037038437
2026-03-06 21:27:27.021428,0
2026-03-06 21:27:27.088892,1037038437
2026-03-06 21:27:27.122929,0
2026-03-06 21:27:27.19095,1037146598
2026-03-06 21:27:27.225508,0
2026-03-06 21:27:27.292962,1037795564
2026-03-06 21:27:27.327131,0
2026-03-06 21:27:27.394699,1037038437
2026-03-06 21:27:27.429071,0
2026-03-06 21:27:27.496986,1036930277
2026-03-06 21:27:27.531107,0
2026-03-06 21:27:27.599233,1036930277
2026-03-06 21:27:27.632797,0
2026-03-06 21:27:27.701017,1036930277
2026-03-06 21:27:27.735528,0
2026-03-06 21:27:27.803012,1036930277
2026-03-06 21:27:27.837243,0
2026-03-06 21:27:27.905309,1036930277
2026-03-06 21:27:27.938961,0
2026-03-06 21:27:28.006652,1036930277
2026-03-06 21:27:28.041174,0
2026-03-06 21:27:28.109008,1036930277
2026-03-06 21:27:28.143133,0
2026-03-06 21:27:28.210775,1037038437
2026-03-06 21:27:28.245269,0
2026-03-06 21:27:28.313083,1037146598
2026-03-06 21:27:28.347189,0
2026-03-06 21:27:28.414676,1036930277
2026-03-06 21:27:28.448915,0
2026-03-06 21:27:28.517064,1036930277
2026-03-06 21:27:28.551637,0
2026-03-06 21:27:28.619232,1036930277
2026-03-06 21:27:28.653176,0
2026-03-06 21:27:28.720786,1036930277
2026-03-06 21:27:28.755253,0
2026-03-06 21:27:28.823317,1036930277
2026-03-06 21:27:28.857476,0
2026-03-06 21:27:28.924587,1036930277
2026-03-06 21:27:28.959502,0
2026-03-06 21:27:29.026967,1036930277
2026-03-06 21:27:29.061075,0
2026-03-06 21:27:29.129195,1036930277
2026-03-06 21:27:29.162947,0
2026-03-06 21:27:29.230898,1036930277
2026-03-06 21:27:29.264004,0
2026-03-06 21:27:29.33304,1037579242
2026-03-06 21:27:29.36639,0
2026-03-06 21:27:29.434904,1036930277
2026-03-06 21:27:29.467944,0
2026-03-06 21:27:29.537288,1037146598
2026-03-06 21:27:29.570555,0
2026-03-06 21:27:29.638557,1037146598
2026-03-06 21:27:29.672338,0
2026-03-06 21:27:29.74107,1036930277
2026-03-06 21:27:29.774417,0
2026-03-06 21:27:29.842588,1037146598
2026-03-06 21:27:29.876305,0
2026-03-06 21:27:29.945148,1036930277
2026-03-06 21:27:29.97824,0
2026-03-06 21:27:30.047288,1036930277
