time,ACT.GSE_High_Press_Vent.timestamp_ns
2026-03-06 21:17:30.12182,1772831850121547730
2026-03-06 21:17:30.121849,1772831850121547730
2026-03-06 21:17:30.180178,1772831850179732437
2026-03-06 21:17:30.180202,1772831850179732437
2026-03-06 21:17:30.224211,1772831850223851785
2026-03-06 21:17:30.224239,1772831850223851785
2026-03-06 21:17:30.281686,1772831850281437879
2026-03-06 21:17:30.281706,1772831850281437879
2026-03-06 21:17:30.326024,1772831850325584896
2026-03-06 21:17:30.326052,1772831850325584896
2026-03-06 21:17:30.383735,1772831850383521320
2026-03-06 21:17:30.383754,1772831850383521320
2026-03-06 21:17:30.427747,1772831850427465825
2026-03-06 21:17:30.427774,1772831850427465825
2026-03-06 21:17:30.485798,1772831850485464407
2026-03-06 21:17:30.485827,1772831850485464407
2026-03-06 21:17:30.529873,1772831850529606136
2026-03-06 21:17:30.529899,1772831850529606136
2026-03-06 21:17:30.588056,1772831850587830938
2026-03-06 21:17:30.588072,1772831850587830938
2026-03-06 21:17:30.632202,1772831850631905441
2026-03-06 21:17:30.632234,1772831850631905441
2026-03-06 21:17:30.689796,1772831850689552110
2026-03-06 21:17:30.689818,1772831850689552110
2026-03-06 21:17:30.734134,1772831850733897182
2026-03-06 21:17:30.734151,1772831850733897182
2026-03-06 21:17:30.792017,1772831850791804616
