time,ACT.Fuel_Fill_Press.timestamp_ns
2026-03-06 21:14:27.132829,1772831667132145302
2026-03-06 21:14:27.132862,1772831667132145302
2026-03-06 21:14:27.188109,1772831667187501498
2026-03-06 21:14:27.18814,1772831667187501498
2026-03-06 21:14:27.234535,1772831667234019332
2026-03-06 21:14:27.234544,1772831667234019332
2026-03-06 21:14:27.289729,1772831667289209538
2026-03-06 21:14:27.289756,1772831667289209538
2026-03-06 21:14:27.336649,1772831667336252928
2026-03-06 21:14:27.336668,1772831667336252928
2026-03-06 21:14:27.391594,1772831667391137293
2026-03-06 21:14:27.39162,1772831667391137293
2026-03-06 21:14:27.438806,1772831667438395451
2026-03-06 21:14:27.438827,1772831667438395451
2026-03-06 21:14:27.493877,1772831667493364302
2026-03-06 21:14:27.493902,1772831667493364302
2026-03-06 21:14:27.540522,1772831667539971319
2026-03-06 21:14:27.540541,1772831667539971319
2026-03-06 21:14:27.596964,1772831667595644408
2026-03-06 21:14:27.596989,1772831667595644408
2026-03-06 21:14:27.643014,1772831667642452962
2026-03-06 21:14:27.643043,1772831667642452962
2026-03-06 21:14:27.697786,1772831667697275295
2026-03-06 21:14:27.697807,1772831667697275295
2026-03-06 21:14:27.744831,1772831667744106582
2026-03-06 21:14:27.744862,1772831667744106582
2026-03-06 21:14:27.799488,1772831667799241154
2026-03-06 21:14:27.799504,1772831667799241154
2026-03-06 21:14:27.846937,1772831667846422420
2026-03-06 21:14:27.846966,1772831667846422420
2026-03-06 21:14:27.90218,1772831667901419381
2026-03-06 21:14:27.902218,1772831667901419381
2026-03-06 21:14:27.948697,1772831667948110577
2026-03-06 21:14:27.948728,1772831667948110577
2026-03-06 21:14:28.004366,1772831668003675516
2026-03-06 21:14:28.004398,1772831668003675516
2026-03-06 21:14:28.050612,1772831668050115240
2026-03-06 21:14:28.050639,1772831668050115240
2026-03-06 21:14:28.106297,1772831668105708822
2026-03-06 21:14:28.106322,1772831668105708822
2026-03-06 21:14:28.152736,1772831668152332529
2026-03-06 21:14:28.152759,1772831668152332529
2026-03-06 21:14:28.208088,1772831668207452656
2026-03-06 21:14:28.20812,1772831668207452656
2026-03-06 21:14:28.254661,1772831668254243841
2026-03-06 21:14:28.25468,1772831668254243841
2026-03-06 21:14:28.30962,1772831668309310039
2026-03-06 21:14:28.309634,1772831668309310039
2026-03-06 21:14:28.356716,1772831668356219073
2026-03-06 21:14:28.356732,1772831668356219073
2026-03-06 21:14:28.41203,1772831668411372200
2026-03-06 21:14:28.412062,1772831668411372200
2026-03-06 21:14:28.458334,1772831668457976755
2026-03-06 21:14:28.45835,1772831668457976755
2026-03-06 21:14:28.513972,1772831668513501877
2026-03-06 21:14:28.513995,1772831668513501877
2026-03-06 21:14:28.560657,1772831668560316270
2026-03-06 21:14:28.56067,1772831668560316270
2026-03-06 21:14:28.615964,1772831668615332199
2026-03-06 21:14:28.615996,1772831668615332199
2026-03-06 21:14:28.66269,1772831668662180207
2026-03-06 21:14:28.662716,1772831668662180207
2026-03-06 21:14:28.717698,1772831668717183204
2026-03-06 21:14:28.71772,1772831668717183204
2026-03-06 21:14:28.76461,1772831668763968787
2026-03-06 21:14:28.76464,1772831668763968787
2026-03-06 21:14:28.819929,1772831668819615806
2026-03-06 21:14:28.819944,1772831668819615806
2026-03-06 21:14:28.866906,1772831668866373420
2026-03-06 21:14:28.866932,1772831668866373420
2026-03-06 21:14:28.921869,1772831668921430586
2026-03-06 21:14:28.921883,1772831668921430586
2026-03-06 21:14:28.96895,1772831668968348722
2026-03-06 21:14:28.968976,1772831668968348722
2026-03-06 21:14:29.023697,1772831669023205700
2026-03-06 21:14:29.023723,1772831669023205700
2026-03-06 21:14:29.070723,1772831669070134353
2026-03-06 21:14:29.070753,1772831669070134353
2026-03-06 21:14:29.125856,1772831669125405553
2026-03-06 21:14:29.125884,1772831669125405553
2026-03-06 21:14:29.172509,1772831669172121495
2026-03-06 21:14:29.17252,1772831669172121495
2026-03-06 21:14:29.227563,1772831669227211278
2026-03-06 21:14:29.22758,1772831669227211278
2026-03-06 21:14:29.274649,1772831669274388671
2026-03-06 21:14:29.274661,1772831669274388671
2026-03-06 21:14:29.329625,1772831669329268413
2026-03-06 21:14:29.329645,1772831669329268413
2026-03-06 21:14:29.37721,1772831669376461464
2026-03-06 21:14:29.377241,1772831669376461464
2026-03-06 21:14:29.431952,1772831669431507469
2026-03-06 21:14:29.43197,1772831669431507469
2026-03-06 21:14:29.478589,1772831669478066622
2026-03-06 21:14:29.478616,1772831669478066622
2026-03-06 21:14:29.53387,1772831669533339247
2026-03-06 21:14:29.533898,1772831669533339247
2026-03-06 21:14:29.580579,1772831669580257202
2026-03-06 21:14:29.580599,1772831669580257202
2026-03-06 21:14:29.636114,1772831669635428675
2026-03-06 21:14:29.636147,1772831669635428675
2026-03-06 21:14:29.682493,1772831669682244840
2026-03-06 21:14:29.682505,1772831669682244840
2026-03-06 21:14:29.737652,1772831669737240881
2026-03-06 21:14:29.737668,1772831669737240881
2026-03-06 21:14:29.784694,1772831669784233854
2026-03-06 21:14:29.784709,1772831669784233854
2026-03-06 21:14:29.839574,1772831669839238785
2026-03-06 21:14:29.839587,1772831669839238785
2026-03-06 21:14:29.886494,1772831669886305410
2026-03-06 21:14:29.886503,1772831669886305410
2026-03-06 21:14:29.941851,1772831669941457121
2026-03-06 21:14:29.941868,1772831669941457121
2026-03-06 21:14:29.989027,1772831669988364431
2026-03-06 21:14:29.98904,1772831669988364431
2026-03-06 21:14:30.043729,1772831670043290049
2026-03-06 21:14:30.043746,1772831670043290049
2026-03-06 21:14:30.090791,1772831670090372906
2026-03-06 21:14:30.090808,1772831670090372906
2026-03-06 21:14:30.145885,1772831670145545965
2026-03-06 21:14:30.145903,1772831670145545965
2026-03-06 21:14:30.192861,1772831670192112509
2026-03-06 21:14:30.192892,1772831670192112509
2026-03-06 21:14:30.247841,1772831670247523856
2026-03-06 21:14:30.247853,1772831670247523856
2026-03-06 21:14:30.294645,1772831670294270109
2026-03-06 21:14:30.294663,1772831670294270109
2026-03-06 21:14:30.350277,1772831670349544650
2026-03-06 21:14:30.350311,1772831670349544650
2026-03-06 21:14:30.396331,1772831670396140437
2026-03-06 21:14:30.39634,1772831670396140437
2026-03-06 21:14:30.452226,1772831670451460393
2026-03-06 21:14:30.452264,1772831670451460393
2026-03-06 21:14:30.49888,1772831670498444393
2026-03-06 21:14:30.498901,1772831670498444393
2026-03-06 21:14:30.554093,1772831670553491704
2026-03-06 21:14:30.554125,1772831670553491704
2026-03-06 21:14:30.600991,1772831670600393402
2026-03-06 21:14:30.601022,1772831670600393402
2026-03-06 21:14:30.655853,1772831670655241405
2026-03-06 21:14:30.655885,1772831670655241405
2026-03-06 21:14:30.70283,1772831670702357551
2026-03-06 21:14:30.702853,1772831670702357551
2026-03-06 21:14:30.759423,1772831670757291860
2026-03-06 21:14:30.759453,1772831670757291860
2026-03-06 21:14:30.804679,1772831670804328433
2026-03-06 21:14:30.804694,1772831670804328433
2026-03-06 21:14:30.859645,1772831670859206784
2026-03-06 21:14:30.859672,1772831670859206784
2026-03-06 21:14:30.906922,1772831670906401229
2026-03-06 21:14:30.906944,1772831670906401229
2026-03-06 21:14:30.961903,1772831670961514964
2026-03-06 21:14:30.961917,1772831670961514964
2026-03-06 21:14:31.008732,1772831671008385400
2026-03-06 21:14:31.008751,1772831671008385400
2026-03-06 21:14:31.064186,1772831671063599024
2026-03-06 21:14:31.06421,1772831671063599024
2026-03-06 21:14:31.110586,1772831671110232477
2026-03-06 21:14:31.110599,1772831671110232477
2026-03-06 21:14:31.165981,1772831671165640626
2026-03-06 21:14:31.166,1772831671165640626
2026-03-06 21:14:31.212582,1772831671212216826
2026-03-06 21:14:31.212598,1772831671212216826
2026-03-06 21:14:31.268047,1772831671267747495
2026-03-06 21:14:31.268064,1772831671267747495
2026-03-06 21:14:31.31447,1772831671314168849
2026-03-06 21:14:31.314485,1772831671314168849
2026-03-06 21:14:31.369942,1772831671369626903
2026-03-06 21:14:31.369957,1772831671369626903
2026-03-06 21:14:31.416519,1772831671416087507
2026-03-06 21:14:31.416539,1772831671416087507
2026-03-06 21:14:31.471701,1772831671471442356
2026-03-06 21:14:31.471716,1772831671471442356
2026-03-06 21:14:31.518443,1772831671518178898
