time,ACT.LOX_Dump.raw_adc_counts
2026-03-06 21:29:20.921715,0
2026-03-06 21:29:20.935154,0
2026-03-06 21:29:21.023638,0
2026-03-06 21:29:21.037475,0
2026-03-06 21:29:21.125424,0
2026-03-06 21:29:21.139568,0
2026-03-06 21:29:21.227586,0
2026-03-06 21:29:21.241298,0
2026-03-06 21:29:21.329651,0
2026-03-06 21:29:21.343152,0
2026-03-06 21:29:21.431572,0
2026-03-06 21:29:21.445279,0
2026-03-06 21:29:21.533253,0
2026-03-06 21:29:21.547327,0
2026-03-06 21:29:21.635598,0
2026-03-06 21:29:21.649375,0
2026-03-06 21:29:21.737482,0
2026-03-06 21:29:21.751767,0
2026-03-06 21:29:21.839506,0
2026-03-06 21:29:21.853518,0
2026-03-06 21:29:21.941447,0
2026-03-06 21:29:21.95528,0
2026-03-06 21:29:22.043742,0
2026-03-06 21:29:22.057636,0
2026-03-06 21:29:22.14537,0
2026-03-06 21:29:22.159638,0
2026-03-06 21:29:22.2474,0
2026-03-06 21:29:22.261148,0
2026-03-06 21:29:22.349287,0
2026-03-06 21:29:22.363559,0
2026-03-06 21:29:22.451773,0
2026-03-06 21:29:22.465243,0
2026-03-06 21:29:22.553534,0
2026-03-06 21:29:22.567509,0
2026-03-06 21:29:22.655864,0
2026-03-06 21:29:22.669303,0
2026-03-06 21:29:22.757329,0
2026-03-06 21:29:22.771608,0
2026-03-06 21:29:22.85949,0
2026-03-06 21:29:22.872623,0
2026-03-06 21:29:22.961721,0
2026-03-06 21:29:22.974056,0
2026-03-06 21:29:23.063547,0
2026-03-06 21:29:23.076249,0
2026-03-06 21:29:23.165711,0
2026-03-06 21:29:23.178385,0
2026-03-06 21:29:23.267626,0
2026-03-06 21:29:23.279938,0
2026-03-06 21:29:23.369315,0
2026-03-06 21:29:23.38251,0
2026-03-06 21:29:23.471605,0
2026-03-06 21:29:23.48447,0
2026-03-06 21:29:23.573559,0
2026-03-06 21:29:23.586425,0
2026-03-06 21:29:23.675369,0
2026-03-06 21:29:23.688483,0
2026-03-06 21:29:23.777642,0
2026-03-06 21:29:23.790533,0
2026-03-06 21:29:23.879711,0
2026-03-06 21:29:23.892541,0
2026-03-06 21:29:23.981393,0
2026-03-06 21:29:23.994169,0
2026-03-06 21:29:24.083538,0
2026-03-06 21:29:24.096357,0
2026-03-06 21:29:24.18555,0
2026-03-06 21:29:24.198029,0
2026-03-06 21:29:24.287969,0
2026-03-06 21:29:24.299922,0
2026-03-06 21:29:24.38935,0
2026-03-06 21:29:24.402234,0
2026-03-06 21:29:24.491678,0
2026-03-06 21:29:24.504259,0
2026-03-06 21:29:24.593442,0
2026-03-06 21:29:24.606453,0
2026-03-06 21:29:24.695759,0
2026-03-06 21:29:24.708052,0
2026-03-06 21:29:24.797496,0
2026-03-06 21:29:24.810447,0
2026-03-06 21:29:24.899082,0
2026-03-06 21:29:24.912227,0
2026-03-06 21:29:25.001742,0
2026-03-06 21:29:25.014118,0
2026-03-06 21:29:25.103903,0
2026-03-06 21:29:25.116502,0
2026-03-06 21:29:25.205633,0
2026-03-06 21:29:25.218258,0
2026-03-06 21:29:25.307379,0
2026-03-06 21:29:25.320526,0
2026-03-06 21:29:25.409661,0
2026-03-06 21:29:25.421998,0
2026-03-06 21:29:25.511198,0
2026-03-06 21:29:25.524717,0
2026-03-06 21:29:25.613223,0
2026-03-06 21:29:25.626341,0
2026-03-06 21:29:25.715358,0
2026-03-06 21:29:25.728245,0
2026-03-06 21:29:25.817569,0
2026-03-06 21:29:25.830306,0
2026-03-06 21:29:25.919624,0
2026-03-06 21:29:25.932414,0
2026-03-06 21:29:26.021552,0
2026-03-06 21:29:26.034149,0
2026-03-06 21:29:26.123693,0
2026-03-06 21:29:26.136486,0
2026-03-06 21:29:26.225623,0
2026-03-06 21:29:26.238348,0
2026-03-06 21:29:26.327519,0
2026-03-06 21:29:26.340483,0
2026-03-06 21:29:26.429493,0
2026-03-06 21:29:26.442476,0
2026-03-06 21:29:26.531725,0
2026-03-06 21:29:26.544434,0
2026-03-06 21:29:26.633746,0
2026-03-06 21:29:26.646263,0
2026-03-06 21:29:26.735789,0
2026-03-06 21:29:26.748221,0
2026-03-06 21:29:26.837498,0
2026-03-06 21:29:26.850121,0
2026-03-06 21:29:26.939391,0
2026-03-06 21:29:26.952568,0
2026-03-06 21:29:27.042021,0
