time,ACT.GSE_LOX_Fill_Vent.timestamp_ns
2026-03-06 21:15:52.460911,1772831752460754355
2026-03-06 21:15:52.46094,1772831752460754355
2026-03-06 21:15:52.507244,1772831752507070874
2026-03-06 21:15:52.507276,1772831752507070874
2026-03-06 21:15:52.562859,1772831752562713609
2026-03-06 21:15:52.562885,1772831752562713609
2026-03-06 21:15:52.609143,1772831752609042498
2026-03-06 21:15:52.60917,1772831752609042498
2026-03-06 21:15:52.664392,1772831752664268237
2026-03-06 21:15:52.664411,1772831752664268237
2026-03-06 21:15:52.711284,1772831752711096124
2026-03-06 21:15:52.711307,1772831752711096124
2026-03-06 21:15:52.76656,1772831752766376433
2026-03-06 21:15:52.766587,1772831752766376433
2026-03-06 21:15:52.813197,1772831752813013476
2026-03-06 21:15:52.813213,1772831752813013476
2026-03-06 21:15:52.868656,1772831752868552438
2026-03-06 21:15:52.868684,1772831752868552438
2026-03-06 21:15:52.915173,1772831752914998016
2026-03-06 21:15:52.915189,1772831752914998016
2026-03-06 21:15:52.971021,1772831752970768220
2026-03-06 21:15:52.971061,1772831752970768220
2026-03-06 21:15:53.016994,1772831753016880307
2026-03-06 21:15:53.017008,1772831753016880307
2026-03-06 21:15:53.072564,1772831753072464347
2026-03-06 21:15:53.072578,1772831753072464347
2026-03-06 21:15:53.119207,1772831753119075305
2026-03-06 21:15:53.11922,1772831753119075305
2026-03-06 21:15:53.174722,1772831753174668432
2026-03-06 21:15:53.174735,1772831753174668432
2026-03-06 21:15:53.221269,1772831753221013475
2026-03-06 21:15:53.221283,1772831753221013475
2026-03-06 21:15:53.276661,1772831753276475172
2026-03-06 21:15:53.2767,1772831753276475172
2026-03-06 21:15:53.32291,1772831753322788228
2026-03-06 21:15:53.322922,1772831753322788228
2026-03-06 21:15:53.378759,1772831753378659163
2026-03-06 21:15:53.378787,1772831753378659163
2026-03-06 21:15:53.424943,1772831753424856148
2026-03-06 21:15:53.424954,1772831753424856148
2026-03-06 21:15:53.480382,1772831753480251111
2026-03-06 21:15:53.480403,1772831753480251111
2026-03-06 21:15:53.526882,1772831753526766288
2026-03-06 21:15:53.526904,1772831753526766288
2026-03-06 21:15:53.582959,1772831753582824893
2026-03-06 21:15:53.582982,1772831753582824893
2026-03-06 21:15:53.628816,1772831753628679026
2026-03-06 21:15:53.628834,1772831753628679026
2026-03-06 21:15:53.684502,1772831753684374023
2026-03-06 21:15:53.684527,1772831753684374023
2026-03-06 21:15:53.731233,1772831753731033159
2026-03-06 21:15:53.73126,1772831753731033159
2026-03-06 21:15:53.787081,1772831753786762350
2026-03-06 21:15:53.787106,1772831753786762350
2026-03-06 21:15:53.832759,1772831753832652404
2026-03-06 21:15:53.83278,1772831753832652404
2026-03-06 21:15:53.888568,1772831753888299004
2026-03-06 21:15:53.888592,1772831753888299004
2026-03-06 21:15:53.934958,1772831753934815676
2026-03-06 21:15:53.934982,1772831753934815676
2026-03-06 21:15:53.991108,1772831753990915739
2026-03-06 21:15:53.991139,1772831753990915739
2026-03-06 21:15:54.037282,1772831754037153961
2026-03-06 21:15:54.037305,1772831754037153961
2026-03-06 21:15:54.092643,1772831754092359465
2026-03-06 21:15:54.092744,1772831754092359465
2026-03-06 21:15:54.139079,1772831754138942675
2026-03-06 21:15:54.139091,1772831754138942675
2026-03-06 21:15:54.195381,1772831754195325091
2026-03-06 21:15:54.195392,1772831754195325091
2026-03-06 21:15:54.241228,1772831754240982592
2026-03-06 21:15:54.241253,1772831754240982592
2026-03-06 21:15:54.296525,1772831754296433768
2026-03-06 21:15:54.296537,1772831754296433768
2026-03-06 21:15:54.343015,1772831754342714578
2026-03-06 21:15:54.343053,1772831754342714578
2026-03-06 21:15:54.398585,1772831754398459294
2026-03-06 21:15:54.3986,1772831754398459294
2026-03-06 21:15:54.445071,1772831754444894168
2026-03-06 21:15:54.445091,1772831754444894168
2026-03-06 21:15:54.50104,1772831754500825120
2026-03-06 21:15:54.50108,1772831754500825120
2026-03-06 21:15:54.547378,1772831754547273653
2026-03-06 21:15:54.54741,1772831754547273653
2026-03-06 21:15:54.602615,1772831754602420547
2026-03-06 21:15:54.602642,1772831754602420547
2026-03-06 21:15:54.649559,1772831754649340273
2026-03-06 21:15:54.649605,1772831754649340273
2026-03-06 21:15:54.705068,1772831754704402075
2026-03-06 21:15:54.705098,1772831754704402075
2026-03-06 21:15:54.751352,1772831754751137393
2026-03-06 21:15:54.75137,1772831754751137393
2026-03-06 21:15:54.806885,1772831754806686719
2026-03-06 21:15:54.806911,1772831754806686719
2026-03-06 21:15:54.852994,1772831754852846236
2026-03-06 21:15:54.853013,1772831754852846236
2026-03-06 21:15:54.908999,1772831754908828316
2026-03-06 21:15:54.909024,1772831754908828316
2026-03-06 21:15:54.955089,1772831754954887319
2026-03-06 21:15:54.955127,1772831754954887319
2026-03-06 21:15:55.011036,1772831755010795163
2026-03-06 21:15:55.01105,1772831755010795163
2026-03-06 21:15:55.056931,1772831755056862224
2026-03-06 21:15:55.056943,1772831755056862224
2026-03-06 21:15:55.112838,1772831755112668968
