time,PT_Cal.Fuel_Downstream.channel_id
2026-03-06 21:18:58.13886,3
2026-03-06 21:18:58.246964,3
2026-03-06 21:18:58.247138,3
2026-03-06 21:18:58.247365,3
2026-03-06 21:18:58.247464,3
2026-03-06 21:18:58.247845,3
2026-03-06 21:18:58.248068,3
2026-03-06 21:18:58.248309,3
2026-03-06 21:18:58.355885,3
2026-03-06 21:18:58.356095,3
2026-03-06 21:18:58.356251,3
2026-03-06 21:18:58.356306,3
2026-03-06 21:18:58.356663,3
2026-03-06 21:18:58.465277,3
2026-03-06 21:18:58.465595,3
2026-03-06 21:18:58.465851,3
2026-03-06 21:18:58.466121,3
2026-03-06 21:18:58.466406,3
2026-03-06 21:18:58.466684,3
2026-03-06 21:18:58.466984,3
2026-03-06 21:18:58.467101,3
2026-03-06 21:18:58.467372,3
2026-03-06 21:18:58.467728,3
2026-03-06 21:18:58.574205,3
2026-03-06 21:18:58.574383,3
2026-03-06 21:18:58.574426,3
2026-03-06 21:18:58.574487,3
2026-03-06 21:18:58.574572,3
2026-03-06 21:18:58.574605,3
2026-03-06 21:18:58.57482,3
2026-03-06 21:18:58.682926,3
2026-03-06 21:18:58.683084,3
2026-03-06 21:18:58.683197,3
2026-03-06 21:18:58.683397,3
2026-03-06 21:18:58.68361,3
2026-03-06 21:18:58.684061,3
2026-03-06 21:18:58.791846,3
2026-03-06 21:18:58.791974,3
2026-03-06 21:18:58.791996,3
2026-03-06 21:18:58.792057,3
2026-03-06 21:18:58.79213,3
2026-03-06 21:18:58.79235,3
2026-03-06 21:18:58.901047,3
2026-03-06 21:18:58.901193,3
2026-03-06 21:18:58.901338,3
2026-03-06 21:18:58.901479,3
2026-03-06 21:18:58.901562,3
2026-03-06 21:18:58.901638,3
2026-03-06 21:18:58.901791,3
2026-03-06 21:18:59.01031,3
2026-03-06 21:18:59.01077,3
2026-03-06 21:18:59.01122,3
2026-03-06 21:18:59.011347,3
2026-03-06 21:18:59.011718,3
2026-03-06 21:18:59.012295,3
2026-03-06 21:18:59.013077,3
2026-03-06 21:18:59.013565,3
2026-03-06 21:18:59.014334,3
2026-03-06 21:18:59.119201,3
2026-03-06 21:18:59.119317,3
2026-03-06 21:18:59.119456,3
2026-03-06 21:18:59.119585,3
2026-03-06 21:18:59.11973,3
2026-03-06 21:18:59.22815,3
2026-03-06 21:18:59.228331,3
2026-03-06 21:18:59.228526,3
2026-03-06 21:18:59.228594,3
2026-03-06 21:18:59.228721,3
2026-03-06 21:18:59.337702,3
2026-03-06 21:18:59.338044,3
2026-03-06 21:18:59.338377,3
2026-03-06 21:18:59.338638,3
2026-03-06 21:18:59.338715,3
2026-03-06 21:18:59.33908,3
2026-03-06 21:18:59.446343,3
2026-03-06 21:18:59.446566,3
2026-03-06 21:18:59.446808,3
2026-03-06 21:18:59.446816,3
2026-03-06 21:18:59.447286,3
2026-03-06 21:18:59.555058,3
2026-03-06 21:18:59.555221,3
2026-03-06 21:18:59.555245,3
2026-03-06 21:18:59.55535,3
2026-03-06 21:18:59.664021,3
2026-03-06 21:18:59.664324,3
2026-03-06 21:18:59.664473,3
2026-03-06 21:18:59.664625,3
2026-03-06 21:18:59.773133,3
2026-03-06 21:18:59.773356,3
2026-03-06 21:18:59.773533,3
2026-03-06 21:18:59.773633,3
2026-03-06 21:18:59.773704,3
2026-03-06 21:18:59.881936,3
2026-03-06 21:18:59.882066,3
2026-03-06 21:18:59.882117,3
2026-03-06 21:18:59.882235,3
2026-03-06 21:18:59.882387,3
2026-03-06 21:18:59.882549,3
2026-03-06 21:18:59.991035,3
2026-03-06 21:18:59.991253,3
2026-03-06 21:18:59.99144,3
2026-03-06 21:18:59.9916,3
2026-03-06 21:18:59.991975,3
2026-03-06 21:19:00.100216,3
2026-03-06 21:19:00.100464,3
2026-03-06 21:19:00.100716,3
2026-03-06 21:19:00.10102,3
2026-03-06 21:19:00.101238,3
2026-03-06 21:19:00.101463,3
2026-03-06 21:19:00.208838,3
2026-03-06 21:19:00.208954,3
2026-03-06 21:19:00.208985,3
2026-03-06 21:19:00.209053,3
2026-03-06 21:19:00.209176,3
2026-03-06 21:19:00.209268,3
2026-03-06 21:19:00.209537,3
2026-03-06 21:19:00.318102,3
2026-03-06 21:19:00.318132,3
2026-03-06 21:19:00.318213,3
