time,PT_Cal.Ox_Downstream.pressure_psi
2026-03-06 21:17:20.037287,0.0
2026-03-06 21:17:20.037512,0.0
2026-03-06 21:17:20.03776,0.0
2026-03-06 21:17:20.038235,0.0
2026-03-06 21:17:20.038515,0.0
2026-03-06 21:17:20.039848,0.19825095
2026-03-06 21:17:20.145642,0.0
2026-03-06 21:17:20.145781,0.0
2026-03-06 21:17:20.145963,0.0
2026-03-06 21:17:20.14613,0.0
2026-03-06 21:17:20.146302,0.0
2026-03-06 21:17:20.146365,0.0
2026-03-06 21:17:20.146707,0.19869933
2026-03-06 21:17:20.254853,0.0
2026-03-06 21:17:20.254995,0.0
2026-03-06 21:17:20.255166,0.0
2026-03-06 21:17:20.255355,0.0
2026-03-06 21:17:20.25555,0.0
2026-03-06 21:17:20.255746,0.0
2026-03-06 21:17:20.256553,0.19810396
2026-03-06 21:17:20.363815,0.0
2026-03-06 21:17:20.363998,0.0
2026-03-06 21:17:20.364182,0.0
2026-03-06 21:17:20.36437,0.0
2026-03-06 21:17:20.364548,0.0
2026-03-06 21:17:20.364735,0.0
2026-03-06 21:17:20.365068,0.1982287
2026-03-06 21:17:20.472709,0.0
2026-03-06 21:17:20.472838,0.0
2026-03-06 21:17:20.472979,0.0
2026-03-06 21:17:20.473129,0.0
2026-03-06 21:17:20.473283,0.0
2026-03-06 21:17:20.474253,0.19818151
2026-03-06 21:17:20.581962,0.0
2026-03-06 21:17:20.582117,0.0
2026-03-06 21:17:20.582299,0.0
2026-03-06 21:17:20.582462,0.0
2026-03-06 21:17:20.582571,0.19823477
2026-03-06 21:17:20.691176,0.0
2026-03-06 21:17:20.691458,0.0
2026-03-06 21:17:20.691693,0.0
2026-03-06 21:17:20.691944,0.0
2026-03-06 21:17:20.691973,0.19766031
2026-03-06 21:17:20.692211,0.0
2026-03-06 21:17:20.799677,0.0
2026-03-06 21:17:20.799765,0.0
2026-03-06 21:17:20.799955,0.0
2026-03-06 21:17:20.800334,0.0
2026-03-06 21:17:20.800811,0.19750726
2026-03-06 21:17:20.908599,0.0
2026-03-06 21:17:20.908994,0.0
2026-03-06 21:17:20.909231,0.0
2026-03-06 21:17:20.909364,0.19866157
2026-03-06 21:17:20.909458,0.0
2026-03-06 21:17:20.909705,0.0
2026-03-06 21:17:21.019007,0.0
