# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (lb),Motor mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
5.884,2218.643,629.614,2.062,645.151,2.302,368.385,0.071,368.385,0.011,140.735,1.023,35.347,-117.808,0.999,0.836,0,-0.001,0,209.252,23.443,9932.656,11.471,194.427,157.07,6.055,0.564,70882144.895,3368.692,366.962,1.006,1.008,0.584,0.37,0.053,0.402,2.433,-0,0,0,0,0,-0,0.002,6.17,29.899,74.268,0.014,26.745,93.611,844.509,1154.991,0.01,1.351
5.894,2224.942,630.277,2.061,645.87,2.303,369.794,0.072,369.794,0.011,141.065,1.028,35.347,-117.808,0.999,0.86,0,-0.001,0,209.195,23.386,9931.176,11.469,194.381,157.059,6.049,0.565,70942427.602,3368.566,367.706,1.006,1.008,0.584,0.37,0.053,0.414,2.503,-0,0,0,0,0,-0,0.002,6.17,29.899,74.264,0.014,26.353,93.579,844.328,1154.956,0.01,1.353
5.904,2231.249,630.94,2.06,646.59,2.304,371.206,0.072,371.206,0.011,141.396,1.031,35.347,-117.808,0.999,0.875,0,-0,0,209.138,23.329,9929.696,11.468,194.353,157.048,6.046,0.565,71005121.105,3368.441,368.461,1.006,1.009,0.583,0.37,0.053,0.421,2.544,-0,0,0,0,0,-0,0.002,6.17,29.899,74.262,0.015,26.048,93.547,844.147,1154.92,0.01,1.355
5.914,2237.561,631.603,2.06,647.309,2.304,372.622,0.073,372.622,0.011,141.728,1.032,35.347,-117.808,0.999,0.877,0,0,0,209.081,23.271,9928.215,11.466,194.349,157.036,6.047,0.566,71071077.7,3368.316,369.23,1.006,1.009,0.583,0.37,0.053,0.422,2.553,-0,0,0,0,0,0,0.002,6.17,29.899,74.262,0.015,25.861,93.514,843.965,1154.884,0.01,1.356
5.924,2243.881,632.265,2.059,648.028,2.304,374.041,0.073,374.041,0.011,142.061,1.032,35.347,-117.808,0.999,0.878,0,0.001,0,209.024,23.214,9926.734,11.465,194.349,157.025,6.049,0.566,71137005.154,3368.19,369.997,1.007,1.009,0.583,0.37,0.053,0.422,2.554,-0,0,0,0,0,0,0.002,6.17,29.899,74.264,0.015,25.673,93.482,843.784,1154.848,0.01,1.357
5.934,2250.207,632.928,2.059,648.747,2.304,375.463,0.073,375.463,0.011,142.393,1.032,35.347,-117.808,0.999,0.876,0,0.001,0,208.966,23.157,9925.253,11.464,194.352,157.014,6.052,0.567,71202904.068,3368.065,370.76,1.007,1.009,0.583,0.37,0.053,0.422,2.55,-0,0,0,0,0,0,0.002,6.17,29.899,74.269,0.015,25.486,93.449,843.602,1154.812,0.01,1.359
5.944,2256.539,633.59,2.06,649.467,2.303,376.889,0.074,376.889,0.011,142.725,1.032,35.347,-117.808,0.999,0.872,0,0.002,0,208.909,23.1,9923.772,11.462,194.36,157.003,6.055,0.568,71268775.046,3367.942,371.521,1.007,1.009,0.583,0.371,0.053,0.42,2.54,0,0,0,0,0,0.001,0.002,6.17,29.899,74.275,0.015,25.299,93.417,843.42,1154.776,0.01,1.36
5.954,2262.878,634.253,2.06,650.186,2.303,378.317,0.074,378.317,0.011,143.056,1.029,35.347,-117.808,0.999,0.861,0,0.003,0,208.852,23.043,9922.29,11.461,194.382,156.992,6.06,0.568,71336521.072,3367.818,372.288,1.007,1.009,0.583,0.371,0.053,0.414,2.509,0,0,0,0,0,0.001,0.002,6.17,29.899,74.283,0.015,25.181,93.384,843.238,1154.74,0.01,1.363
5.964,2269.224,634.916,2.061,650.906,2.302,379.75,0.075,379.75,0.011,143.387,1.025,35.347,-117.808,0.999,0.84,0,0.003,0,208.795,22.985,9920.808,11.459,194.423,156.981,6.068,0.569,71406815.583,3367.695,373.068,1.007,1.009,0.583,0.371,0.053,0.404,2.448,-0,0,0,0,0,0.002,0.002,6.17,29.899,74.293,0.015,25.154,93.352,843.056,1154.705,0.01,1.365
5.974,2275.577,635.579,2.062,651.625,2.301,381.185,0.075,381.185,0.011,143.716,1.021,35.347,-117.808,0.999,0.817,0,0.004,0,208.738,22.928,9919.326,11.458,194.468,156.969,6.077,0.57,71477085.418,3367.571,373.847,1.007,1.009,0.583,0.371,0.053,0.392,2.382,-0,0,0,0,0,0.002,0.002,6.17,29.899,74.306,0.015,25.128,93.319,842.873,1154.668,0.01,1.366
5.984,2281.936,636.243,2.064,652.345,2.3,382.624,0.076,382.624,0.011,144.044,1.015,35.347,-117.808,0.999,0.793,0,0.004,0,208.68,22.871,9917.843,11.456,194.516,156.958,6.087,0.57,71547330.875,3367.448,374.624,1.008,1.009,0.583,0.371,0.053,0.38,2.312,0,0,0,0,0,0.003,0.002,6.17,29.899,74.32,0.015,25.101,93.286,842.691,1154.632,0.01,1.368
5.994,2288.302,636.907,2.065,653.065,2.299,384.066,0.076,384.066,0.011,144.369,1.01,35.347,-117.808,0.999,0.766,0,0.005,0,208.623,22.814,9916.361,11.455,194.567,156.947,6.097,0.571,71617552.197,3367.326,375.4,1.008,1.009,0.583,0.372,0.053,0.367,2.236,0,0,0,0,0,0.004,0.002,6.17,29.899,74.335,0.015,25.075,93.254,842.508,1154.596,0.01,1.369
6.004,2294.674,637.572,2.067,653.785,2.298,385.511,0.077,385.511,0.011,144.693,1.003,35.347,-117.808,0.999,0.736,0,0.005,0,208.566,22.757,9914.877,11.454,194.627,156.936,6.109,0.571,71688641.111,3367.205,376.182,1.008,1.01,0.583,0.372,0.053,0.352,2.148,0,0,0,0,0,0.004,0.002,6.17,29.899,74.353,0.015,25.08,93.221,842.325,1154.56,0.01,1.371
6.014,2301.053,638.237,2.069,654.505,2.296,386.96,0.077,386.96,0.011,145.015,0.996,35.347,-117.808,0.999,0.7,0,0.006,0,208.509,22.699,9913.394,11.452,194.697,156.925,6.122,0.572,71760914.607,3367.084,376.972,1.008,1.01,0.583,0.372,0.053,0.335,2.044,0,0,0,0,0,0.005,0.002,6.17,29.899,74.373,0.015,25.129,93.188,842.141,1154.524,0.01,1.376
6.024,2307.439,638.904,2.071,655.225,2.295,388.412,0.078,388.412,0.011,145.334,0.988,35.347,-117.808,0.999,0.663,0,0.006,0,208.452,22.642,9911.91,11.451,194.769,156.914,6.135,0.573,71833167.128,3366.962,377.764,1.008,1.01,0.583,0.372,0.053,0.317,1.937,0,0,0,0,0,0.006,0.002,6.17,29.899,74.394,0.015,25.178,93.155,841.958,1154.488,0.01,1.378
6.034,2313.831,639.57,2.074,655.945,2.293,389.867,0.078,389.867,0.011,145.651,0.98,35.347,-117.808,0.999,0.625,0,0.006,0,208.395,22.585,9910.426,11.449,194.845,156.902,6.15,0.573,71905398.39,3366.841,378.557,1.008,1.01,0.583,0.372,0.053,0.298,1.826,-0,0,0,0,0,0.007,0.002,6.17,29.899,74.416,0.015,25.226,93.123,841.774,1154.452,0.01,1.379
6.044,2320.23,640.238,2.076,656.666,2.292,391.325,0.079,391.325,0.012,145.965,0.971,35.347,-117.808,0.999,0.586,0,0.007,0,208.337,22.528,9908.942,11.448,194.923,156.891,6.164,0.574,71977608.018,3366.72,379.353,1.009,1.01,0.583,0.372,0.053,0.279,1.71,0,0,0,0,0,0.008,0.002,6.17,29.899,74.44,0.015,25.275,93.09,841.591,1154.415,0.01,1.38
6.054,2326.636,640.906,2.078,657.387,2.291,392.786,0.079,392.786,0.012,146.276,0.964,35.347,-117.808,0.999,0.553,0,0.007,0,208.28,22.471,9907.457,11.446,194.987,156.88,6.176,0.575,72047016.789,3366.598,380.131,1.009,1.01,0.583,0.373,0.053,0.263,1.616,-0,0,0,0,0,0.009,0.002,6.17,29.899,74.466,0.015,25.225,93.057,841.407,1154.379,0.01,1.382
6.064,2333.048,641.575,2.079,658.107,2.29,394.25,0.08,394.25,0.012,146.585,0.958,35.347,-117.808,0.999,0.531,0,0.008,0,208.223,22.414,9905.972,11.445,195.032,156.869,6.185,0.575,72112642.019,3366.477,380.881,1.009,1.01,0.583,0.373,0.053,0.252,1.551,0,0,0,0,0,0.01,0.002,6.17,29.899,74.493,0.015,25.04,93.024,841.222,1154.343,0.01,1.383
6.074,2339.467,642.244,2.081,658.828,2.289,395.718,0.08,395.718,0.012,146.892,0.953,35.347,-117.808,0.999,0.508,0,0.008,0,208.166,22.356,9904.486,11.444,195.078,156.857,6.195,0.576,72178242.303,3366.355,381.632,1.009,1.01,0.583,0.373,0.053,0.241,1.482,-0,0,0,0,0,0.011,0.002,6.17,29.899,74.521,0.016,24.856,92.991,841.038,1154.306,0.01,1.385
6.084,2345.893,642.914,2.083,659.549,2.288,397.188,0.08,397.188,0.012,147.198,0.947,35.347,-117.808,0.999,0.483,0,0.008,0,208.109,22.299,9903.001,11.442,195.127,156.846,6.204,0.577,72243817.648,3366.234,382.384,1.009,1.01,0.583,0.373,0.053,0.229,1.411,-0,0,0,0,0,0.011,0.002,6.17,29.899,74.55,0.016,24.672,92.958,840.853,1154.27,0.01,1.386
6.094,2352.326,643.584,2.084,660.271,2.287,398.661,0.081,398.662,0.012,147.502,0.94,35.347,-117.808,0.999,0.458,0,0.009,0,208.051,22.242,9901.515,11.441,195.178,156.835,6.214,0.577,72309368.033,3366.114,383.137,1.009,1.01,0.583,0.373,0.053,0.217,1.336,-0,0,0,0,0,0.012,0.002,6.17,29.899,74.58,0.016,24.488,92.925,840.669,1154.233,0.01,1.388
6.104,2358.765,644.255,2.087,660.992,2.285,400.138,0.081,400.138,0.012,147.803,0.929,35.347,-117.808,0.999,0.408,0,0.009,0,207.994,22.185,9900.028,11.439,195.278,156.824,6.232,0.578,72382843.362,3365.995,383.959,1.01,1.01,0.583,0.374,0.053,0.193,1.189,-0,0,0,0,0,0.013,0.002,6.17,29.899,74.612,0.016,24.587,92.892,840.484,1154.197,0.01,1.389
6.114,2365.211,644.927,2.092,661.713,2.282,401.618,0.082,401.618,0.012,148.099,0.912,35.347,-117.808,0.999,0.326,0,0.009,0,207.937,22.128,9898.542,11.438,195.443,156.812,6.261,0.579,72467081.335,3365.876,384.885,1.01,1.01,0.583,0.374,0.053,0.154,0.948,0,0,0,0,0,0.014,0.002,6.17,29.899,74.644,0.016,25.07,92.859,840.299,1154.16,0.01,1.391
6.124,2371.663,645.601,2.096,662.435,2.279,403.1,0.082,403.1,0.012,148.39,0.895,35.347,-117.808,0.999,0.244,0,0.009,0,207.88,22.07,9897.055,11.437,195.61,156.801,6.29,0.579,72551337.804,3365.756,385.828,1.01,1.01,0.583,0.374,0.053,0.114,0.706,-0,0,0,0,0,0.014,0.002,6.17,29.899,74.677,0.016,25.553,92.826,840.113,1154.124,0.01,1.392
6.134,2378.123,646.276,2.101,663.157,2.277,404.585,0.083,404.585,0.012,148.675,0.878,35.347,-117.808,0.999,0.161,0,0.009,0,207.823,22.013,9895.567,11.435,195.777,156.79,6.319,0.58,72635609.372,3365.637,386.788,1.01,1.01,0.582,0.374,0.053,0.076,0.463,0,0,0,0,0,0.015,0.002,6.17,29.899,74.711,0.016,26.036,92.793,839.928,1154.087,0.01,1.394
6.144,2384.589,646.953,2.105,663.879,2.274,406.073,0.083,406.073,0.012,148.954,0.86,35.347,-117.808,0.999,0.079,0,0.01,0,207.766,21.956,9894.08,11.434,195.946,156.779,6.348,0.581,72719892.811,3365.517,387.767,1.01,1.01,0.582,0.374,0.054,0.037,0.221,0,0,0,0,0,0.015,0.002,6.17,29.899,74.745,0.016,26.519,92.759,839.742,1154.05,0.01,1.395
6.154,2391.062,647.631,2.109,664.601,2.272,407.564,0.084,407.564,0.012,149.228,0.844,35.347,-117.808,0.999,0.002,0,0.01,-0,207.708,21.899,9892.592,11.432,196.105,156.767,6.376,0.582,72802652.445,3365.398,388.745,1.011,1.011,0.582,0.375,0.054,0.001,-0.008,-0,0,0,0,0,0.015,0.002,6.17,29.899,74.78,0.016,26.949,92.726,839.556,1154.014,0.01,1.396
6.164,2397.542,648.31,2.113,665.324,2.27,409.058,0.084,409.058,0.012,149.497,0.829,35.347,-117.808,0.999,0.068,0,-0.01,-0,207.651,21.842,9891.104,11.431,195.969,156.756,6.355,0.582,72883332.814,3365.279,389.715,1.011,1.011,0.582,0.375,0.054,0.032,0.218,-0,0,0,0,0,-0.015,0.002,6.17,29.899,74.814,0.016,27.305,92.693,839.37,1153.977,0.01,1.397
6.174,2404.028,648.991,2.117,666.046,2.268,410.554,0.085,410.554,0.012,149.762,0.813,35.347,-117.808,0.999,0.138,0,-0.009,-0,207.594,21.785,9889.615,11.429,195.827,156.745,6.334,0.583,72963999.437,3365.159,390.698,1.011,1.011,0.582,0.375,0.054,0.065,0.425,0,0,0,0,0,-0.015,0.002,6.17,29.899,74.848,0.016,27.661,92.66,839.183,1153.94,0.01,1.399
6.184,2410.521,649.672,2.121,666.769,2.266,412.053,0.085,412.053,0.012,150.021,0.798,35.347,-117.808,0.999,0.207,0,-0.009,-0,207.537,21.728,9888.126,11.428,195.687,156.733,6.313,0.584,73044650.109,3365.04,391.694,1.011,1.011,0.582,0.375,0.054,0.097,0.628,0,0,0,0,0,-0.014,0.002,6.17,29.899,74.882,0.016,28.018,92.626,838.997,1153.903,0.01,1.401
6.194,2417.021,650.355,2.124,667.491,2.264,413.555,0.086,413.555,0.012,150.275,0.783,35.347,-117.808,0.999,0.275,0,-0.009,-0,207.48,21.67,9886.637,11.427,195.55,156.722,6.293,0.585,73125282.581,3364.92,392.703,1.011,1.012,0.582,0.376,0.054,0.13,0.829,0,0,0,0,0,-0.014,0.002,6.17,29.899,74.915,0.016,28.374,92.593,838.81,1153.867,0.01,1.402
6.204,2423.528,651.039,2.128,668.214,2.263,415.059,0.086,415.059,0.012,150.525,0.769,35.347,-117.808,0.999,0.34,0,-0.009,-0,207.423,21.613,9885.148,11.425,195.42,156.711,6.274,0.585,73205126.737,3364.801,393.712,1.012,1.012,0.582,0.376,0.054,0.16,1.019,-0,0,0,0,0,-0.013,0.003,6.17,29.899,74.948,0.017,28.704,92.56,838.623,1153.83,0.01,1.404
6.214,2430.042,651.725,2.131,668.937,2.261,416.565,0.087,416.565,0.012,150.77,0.755,35.347,-117.808,0.999,0.4,0,-0.009,-0,207.366,21.556,9883.658,11.424,195.3,156.7,6.256,0.586,73283905.878,3364.682,394.716,1.012,1.012,0.582,0.376,0.054,0.189,1.197,-0,0,0,0,0,-0.012,0.003,6.17,29.899,74.98,0.017,28.998,92.526,838.436,1153.793,0.01,1.405
6.224,2436.563,652.411,2.135,669.66,2.26,418.074,0.087,418.074,0.012,151.01,0.741,35.347,-117.808,0.999,0.459,0,-0.008,-0,207.308,21.499,9882.168,11.422,195.183,156.688,6.239,0.587,73362655.32,3364.562,395.729,1.012,1.013,0.582,0.376,0.054,0.218,1.37,-0,0,0,0,0,-0.011,0.003,6.17,29.899,75.01,0.017,29.291,92.493,838.249,1153.756,0.01,1.406
6.234,2443.09,653.098,2.138,670.382,2.258,419.585,0.088,419.585,0.012,151.247,0.728,35.347,-117.808,0.999,0.516,0,-0.008,-0,207.251,21.442,9880.678,11.421,195.07,156.677,6.223,0.587,73441373.624,3364.443,396.75,1.012,1.013,0.582,0.376,0.054,0.245,1.538,0,0,0,0,0,-0.01,0.003,6.17,29.899,75.04,0.017,29.585,92.459,838.061,1153.719,0.01,1.408
6.244,2449.625,653.786,2.141,671.105,2.257,421.099,0.088,421.099,0.012,151.479,0.715,35.347,-117.808,0.999,0.572,0,-0.008,-0,207.194,21.385,9879.187,11.419,194.961,156.666,6.207,0.588,73520059.445,3364.325,397.778,1.012,1.013,0.582,0.377,0.054,0.273,1.701,-0,0,0,0,0,-0.009,0.003,6.17,29.899,75.068,0.017,29.879,92.426,837.874,1153.682,0.01,1.41
6.254,2456.166,654.476,2.144,671.828,2.256,422.615,0.089,422.615,0.012,151.707,0.702,35.347,-117.808,0.999,0.625,0,-0.007,-0,207.137,21.328,9877.696,11.418,194.857,156.654,6.192,0.589,73598562.904,3364.208,398.809,1.013,1.014,0.582,0.377,0.054,0.299,1.857,-0,0,0,0,0,-0.008,0.003,6.17,29.899,75.095,0.017,30.167,92.392,837.686,1153.645,0.01,1.411
6.264,2462.714,655.166,2.146,672.551,2.255,424.133,0.09,424.133,0.012,151.931,0.69,35.347,-117.808,0.999,0.676,0,-0.007,-0,207.08,21.27,9876.205,11.417,194.758,156.643,6.177,0.59,73676829.963,3364.09,399.842,1.013,1.014,0.582,0.377,0.054,0.323,2.006,0,0,0,0,0,-0.007,0.003,6.17,29.899,75.12,0.017,30.449,92.358,837.498,1153.607,0.01,1.412
6.274,2469.27,655.857,2.149,673.274,2.254,425.654,0.09,425.654,0.012,152.151,0.678,35.347,-117.808,0.999,0.725,0,-0.006,-0,207.023,21.213,9874.713,11.415,194.664,156.632,6.164,0.59,73755060.478,3363.973,400.879,1.013,1.015,0.582,0.377,0.054,0.347,2.147,0,0,0,0,0,-0.006,0.003,6.17,29.899,75.144,0.017,30.73,92.325,837.309,1153.57,0.01,1.414
6.284,2475.832,656.549,2.152,673.997,2.253,427.176,0.091,427.176,0.012,152.367,0.667,35.347,-117.808,0.999,0.771,0,-0.006,-0,206.966,21.156,9873.221,11.414,194.574,156.62,6.151,0.591,73833253.714,3363.855,401.918,1.013,1.015,0.582,0.377,0.054,0.37,2.283,0,0,0,0,0,-0.005,0.003,6.17,29.899,75.166,0.017,31.012,92.291,837.121,1153.533,0.01,1.415
6.294,2482.401,657.241,2.154,674.72,2.252,428.701,0.091,428.701,0.012,152.58,0.657,35.347,-117.808,0.999,0.815,0,-0.005,-0,206.908,21.099,9871.729,11.412,194.489,156.609,6.139,0.592,73911409.114,3363.739,402.96,1.013,1.015,0.582,0.378,0.054,0.392,2.412,-0,0,0,0,0,-0.004,0.003,6.17,29.899,75.186,0.017,31.294,92.257,836.932,1153.496,0.01,1.417
6.304,2488.976,657.935,2.156,675.443,2.251,430.228,0.092,430.228,0.012,152.79,0.648,35.347,-117.808,0.999,0.85,0,-0.005,-0,206.851,21.042,9870.236,11.411,194.423,156.598,6.131,0.592,73986896.289,3363.624,403.957,1.014,1.016,0.582,0.378,0.054,0.409,2.513,-0,0,0,0,0,-0.003,0.003,6.17,29.899,75.203,0.017,31.485,92.224,836.743,1153.459,0.01,1.42
6.314,2495.559,658.628,2.157,676.165,2.251,431.757,0.092,431.757,0.012,152.997,0.642,35.347,-117.808,0.999,0.872,0,-0.004,-0,206.794,20.985,9868.743,11.409,194.381,156.586,6.126,0.593,74058785.463,3363.509,404.89,1.014,1.016,0.582,0.378,0.054,0.42,2.578,-0,0,0,0,0,-0.003,0.003,6.17,29.899,75.219,0.017,31.555,92.19,836.554,1153.421,0.01,1.422
6.324,2502.149,659.323,2.158,676.888,2.25,433.288,0.093,433.288,0.012,153.203,0.637,35.347,-117.808,0.999,0.892,0,-0.003,-0,206.737,20.928,9867.25,11.408,194.344,156.575,6.121,0.594,74130631.836,3363.393,405.821,1.014,1.016,0.582,0.378,0.054,0.43,2.637,0,0,0,0,0,-0.002,0.003,6.17,29.899,75.232,0.017,31.625,92.156,836.365,1153.384,0.01,1.425
6.334,2508.746,660.017,2.159,677.611,2.25,434.821,0.093,434.821,0.012,153.407,0.632,35.347,-117.808,0.999,0.909,0,-0.003,-0,206.68,20.87,9865.756,11.407,194.311,156.563,6.118,0.594,74202436.322,3363.278,406.748,1.014,1.017,0.581,0.378,0.054,0.439,2.688,0,0,0,0,0,-0.001,0.003,6.17,29.899,75.243,0.017,31.694,92.122,836.175,1153.346,0.01,1.427
6.344,2515.349,660.712,2.16,678.334,2.249,436.356,0.094,436.356,0.012,153.61,0.628,35.347,-117.808,0.999,0.924,0,-0.002,-0,206.623,20.813,9864.262,11.405,194.283,156.552,6.115,0.595,74274199.491,3363.162,407.672,1.014,1.017,0.581,0.379,0.054,0.447,2.732,0,0,0,0,0,-0.001,0.003,6.17,29.899,75.252,0.018,31.764,92.088,835.986,1153.309,0.01,1.429
6.354,2521.96,661.407,2.161,679.056,2.249,437.893,0.094,437.893,0.012,153.811,0.625,35.347,-117.808,0.999,0.934,0,-0.001,-0,206.566,20.756,9862.768,11.404,194.264,156.541,6.114,0.596,74345044.583,3363.047,408.575,1.015,1.017,0.581,0.379,0.054,0.452,2.762,-0,0,0,0,0,-0,0.003,6.17,29.899,75.258,0.018,31.804,92.054,835.796,1153.272,0.01,1.431
6.364,2528.577,662.102,2.161,679.779,2.249,439.432,0.095,439.432,0.012,154.012,0.623,35.347,-117.808,0.999,0.939,0,-0.001,-0,206.509,20.699,9861.273,11.402,194.256,156.529,6.115,0.596,74414664.504,3362.932,409.453,1.015,1.017,0.581,0.379,0.054,0.454,2.776,-0,0,0,0,0,-0,0.003,6.17,29.899,75.262,0.018,31.803,92.02,835.606,1153.234,0.01,1.433
6.374,2535.202,662.797,2.161,680.501,2.249,440.973,0.095,440.973,0.012,154.212,0.622,35.347,-117.808,0.999,0.941,0,-0,-0,206.451,20.642,9859.778,11.401,194.253,156.518,6.116,0.597,74484246.862,3362.816,410.326,1.015,1.018,0.581,0.379,0.054,0.455,2.783,0,0,0,0,0,-0,0.003,6.17,29.899,75.264,0.018,31.802,91.986,835.416,1153.196,0.01,1.436
6.384,2541.833,663.493,2.161,681.224,2.248,442.516,0.096,442.516,0.012,154.412,0.622,35.347,-117.808,0.999,0.94,0,0.001,-0,206.394,20.585,9858.283,11.4,194.255,156.506,6.118,0.598,74553792.606,3362.701,411.195,1.015,1.018,0.581,0.38,0.054,0.455,2.782,0,0,0,0,0,0,0.003,6.17,29.899,75.263,0.018,31.801,91.952,835.225,1153.159,0.01,1.439
6.394,2548.472,664.188,2.161,681.946,2.248,444.061,0.096,444.061,0.012,154.612,0.622,35.347,-117.808,0.999,0.937,0,0.001,-0,206.337,20.528,9856.788,11.398,194.261,156.495,6.121,0.598,74623302.541,3362.585,412.059,1.015,1.018,0.581,0.38,0.054,0.453,2.774,0,0,0,0,0,0,0.003,6.17,29.899,75.26,0.018,31.801,91.918,835.034,1153.121,0.01,1.441
6.404,2555.117,664.883,2.16,682.668,2.248,445.609,0.097,445.609,0.012,154.813,0.623,35.347,-117.808,0.999,0.932,0,0.002,-0,206.28,20.471,9855.292,11.397,194.271,156.484,6.124,0.599,74692959.372,3362.47,412.922,1.015,1.018,0.581,0.38,0.054,0.451,2.76,0,0,0,0,0,0.001,0.003,6.17,29.899,75.254,0.018,31.806,91.884,834.843,1153.084,0.01,1.443
6.414,2561.769,665.578,2.16,683.391,2.248,447.158,0.098,447.158,0.012,155.013,0.624,35.347,-117.808,0.999,0.926,0,0.003,-0,206.223,20.414,9853.796,11.395,194.284,156.472,6.128,0.6,74762827.619,3362.354,413.786,1.016,1.018,0.581,0.38,0.054,0.448,2.742,0,0,0,0,0,0.001,0.003,6.17,29.899,75.246,0.018,31.82,91.85,834.652,1153.046,0.01,1.445
6.424,2568.429,666.272,2.159,684.113,2.248,448.709,0.098,448.709,0.013,155.215,0.626,35.347,-117.808,0.999,0.917,0,0.003,-0,206.166,20.356,9852.299,11.394,194.302,156.461,6.133,0.6,74832661.972,3362.239,414.644,1.016,1.018,0.581,0.38,0.054,0.443,2.716,-0,0,0,0,0,0.002,0.003,6.17,29.899,75.235,0.018,31.834,91.816,834.461,1153.008,0.01,1.448
6.434,2575.095,666.967,2.158,684.835,2.248,450.262,0.099,450.262,0.013,155.417,0.629,35.347,-117.808,0.999,0.906,0,0.004,-0,206.109,20.299,9850.802,11.392,194.324,156.449,6.139,0.601,74902463.157,3362.124,415.499,1.016,1.019,0.581,0.381,0.055,0.438,2.684,0,0,0,0,0,0.002,0.003,6.17,29.899,75.223,0.018,31.847,91.781,834.27,1152.97,0.01,1.45
6.444,2581.768,667.661,2.157,685.557,2.248,451.817,0.099,451.817,0.013,155.619,0.632,35.347,-117.808,0.999,0.892,0,0.005,-0,206.052,20.242,9849.305,11.391,194.351,156.438,6.145,0.601,74972231.942,3362.01,416.35,1.016,1.019,0.581,0.381,0.055,0.431,2.644,0,0,0,0,0,0.003,0.003,6.17,29.899,75.207,0.018,31.861,91.747,834.078,1152.932,0.01,1.452
6.454,2588.448,668.355,2.156,686.279,2.248,453.374,0.1,453.374,0.013,155.823,0.635,35.347,-117.808,0.999,0.881,0,0.005,-0,205.995,20.185,9847.808,11.39,194.372,156.426,6.15,0.602,75043841.348,3361.896,417.231,1.016,1.019,0.581,0.381,0.055,0.426,2.612,0,0,0,0,0,0.004,0.003,6.17,29.899,75.19,0.018,31.939,91.713,833.886,1152.895,0.01,1.455
6.464,2595.135,669.049,2.156,687.001,2.248,454.934,0.1,454.934,0.013,156.028,0.637,35.347,-117.808,0.999,0.875,0,0.006,-0,205.938,20.128,9846.31,11.388,194.385,156.415,6.154,0.603,75117950.752,3361.783,418.154,1.017,1.019,0.581,0.381,0.055,0.422,2.594,-0,0,0,0,0,0.005,0.003,6.17,29.899,75.17,0.018,32.103,91.679,833.694,1152.857,0.01,1.458
6.474,2601.829,669.742,2.155,687.723,2.248,456.495,0.101,456.495,0.013,156.233,0.64,35.347,-117.808,0.999,0.867,0,0.006,-0,205.88,20.071,9844.812,11.387,194.401,156.403,6.159,0.604,75192028.951,3361.669,419.073,1.017,1.019,0.581,0.381,0.055,0.418,2.57,-0,0,0,0,0,0.006,0.003,6.17,29.899,75.147,0.018,32.268,91.644,833.502,1152.819,0.01,1.462
6.484,2608.53,670.435,2.154,688.445,2.248,458.058,0.101,458.058,0.013,156.44,0.643,35.347,-117.808,0.999,0.856,0,0.007,-0,205.823,20.014,9843.313,11.385,194.423,156.392,6.164,0.604,75266076.313,3361.556,419.989,1.017,1.019,0.581,0.382,0.055,0.413,2.538,0,0,0,0,0,0.008,0.003,6.17,29.899,75.123,0.018,32.433,91.61,833.309,1152.781,0.01,1.464
6.494,2615.238,671.128,2.153,689.167,2.248,459.624,0.102,459.624,0.013,156.647,0.647,35.347,-117.808,0.999,0.843,0,0.008,-0,205.766,19.957,9841.815,11.384,194.448,156.38,6.17,0.605,75340093.496,3361.442,420.901,1.017,1.019,0.581,0.382,0.055,0.407,2.5,0,0,0,0,0,0.009,0.003,6.17,29.899,75.096,0.018,32.597,91.575,833.117,1152.743,0.01,1.467
6.504,2621.953,671.82,2.15,689.888,2.248,461.191,0.103,461.191,0.013,156.856,0.655,35.347,-117.808,0.999,0.809,0,0.008,-0,205.709,19.9,9840.316,11.382,194.515,156.369,6.182,0.606,75406924.842,3361.329,421.684,1.017,1.019,0.581,0.382,0.055,0.39,2.399,0,0,0,0,0,0.011,0.003,6.17,29.899,75.067,0.018,32.518,91.541,832.924,1152.705,0.01,1.469
