# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (lb),Motor mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
26.537,13956.162,206.075,-1.072,279.251,1.072,4718.952,5.113,4718.955,0.062,188.452,0.024,35.347,-117.794,0.998,1.194,0,-0.008,0,185.831,0.022,9293.001,10.888,194.254,151.942,6.858,0.275,26290687.404,0,54.973,0.967,0.971,0.6,0.324,0.042,0.571,3.97,0,0,0,0,0,-0.054,0.001,6.17,29.899,42.317,0.099,28.625,33.36,554.327,1088.441,0.01,5.362
26.547,13958.221,205.73,-1.074,278.991,1.074,4720.837,5.117,4720.84,0.062,188.445,0.022,35.347,-117.794,0.998,1.275,0,-0.008,0,185.831,0.022,9293.001,10.888,194.097,151.942,6.832,0.274,26220414.54,0,54.723,0.967,0.972,0.601,0.324,0.042,0.612,4.232,0,0,0,0,0,-0.052,0.001,6.17,29.899,42.288,0.099,27.874,33.349,554.283,1088.429,0.01,5.363
26.557,13960.277,205.384,-1.074,278.732,1.074,4722.721,5.121,4722.724,0.062,188.438,0.021,35.347,-117.794,0.998,1.305,0,-0.008,0,185.831,0.022,9293.001,10.888,194.04,151.942,6.823,0.274,26174625.967,0,54.551,0.968,0.972,0.601,0.324,0.042,0.627,4.326,-0,0,0,0,0,-0.05,0.001,6.17,29.899,42.26,0.099,27.507,33.339,554.239,1088.417,0.01,5.365
26.567,13962.329,205.039,-1.074,278.473,1.074,4724.606,5.125,4724.608,0.062,188.431,0.021,35.347,-117.794,0.998,1.315,0,-0.008,0,185.831,0.022,9293.001,10.888,194.02,151.942,6.82,0.273,26137765.731,0,54.409,0.968,0.973,0.601,0.324,0.042,0.632,4.358,-0,0,0,0,0,-0.048,0.001,6.17,29.899,42.232,0.099,27.28,33.328,554.195,1088.406,0.01,5.367
26.577,13964.377,204.693,-1.074,278.214,1.074,4726.49,5.128,4726.493,0.062,188.425,0.021,35.347,-117.794,0.998,1.325,0,-0.007,0,185.831,0.022,9293.001,10.888,194.001,151.942,6.817,0.273,26100916.768,0,54.266,0.968,0.973,0.601,0.324,0.042,0.637,4.389,0,0,0,0,0,-0.047,0.001,6.17,29.899,42.205,0.099,27.053,33.318,554.152,1088.394,0.01,5.369
26.587,13966.423,204.348,-1.074,277.956,1.074,4728.374,5.132,4728.377,0.062,188.418,0.02,35.347,-117.794,0.998,1.335,0,-0.007,0,185.831,0.022,9293.001,10.888,193.983,151.942,6.814,0.273,26064079.006,0,54.123,0.968,0.973,0.601,0.324,0.042,0.642,4.418,0,0,0,0,0,-0.045,0.001,6.17,29.899,42.178,0.099,26.826,33.307,554.108,1088.383,0.01,5.372
26.597,13968.464,204.002,-1.074,277.697,1.074,4730.258,5.136,4730.261,0.062,188.411,0.02,35.347,-117.794,0.998,1.343,0,-0.007,0,185.831,0.022,9293.001,10.888,193.966,151.942,6.811,0.272,26027252.473,0,53.98,0.968,0.973,0.601,0.324,0.042,0.646,4.444,0,0,0,0,0,-0.043,0.001,6.17,29.899,42.152,0.099,26.598,33.297,554.065,1088.371,0.01,5.374
26.607,13970.503,203.657,-1.072,277.439,1.072,4732.142,5.14,4732.145,0.062,188.405,0.022,35.347,-117.794,0.998,1.258,0,-0.007,0,185.831,0.022,9293.001,10.888,194.129,151.942,6.838,0.272,26035120.135,0,53.979,0.968,0.972,0.601,0.324,0.042,0.603,4.166,0,0,0,0,0,-0.041,0.001,6.17,29.899,42.126,0.099,27.072,33.286,554.021,1088.36,0.01,5.375
26.617,13972.537,203.312,-1.069,277.181,1.069,4734.026,5.144,4734.029,0.062,188.397,0.025,35.347,-117.794,0.998,1.139,0,-0.007,0,185.831,0.022,9293.001,10.888,194.359,151.942,6.875,0.273,26059423.392,0,54.033,0.968,0.972,0.601,0.324,0.042,0.544,3.777,0,0,0,0,0,-0.039,0.001,6.17,29.899,42.101,0.1,27.801,33.276,553.978,1088.348,0.01,5.377
26.627,13974.569,202.969,-1.066,276.923,1.067,4735.91,5.148,4735.913,0.062,188.389,0.027,35.347,-117.794,0.998,1.02,0,-0.007,0,185.831,0.022,9293.001,10.888,194.591,151.942,6.912,0.273,26083890.391,0,54.093,0.968,0.971,0.601,0.324,0.042,0.485,3.388,0,0,0,0,0,-0.038,0.001,6.17,29.899,42.077,0.1,28.53,33.266,553.934,1088.336,0.01,5.378
26.637,13976.597,202.626,-1.064,276.666,1.064,4737.794,5.152,4737.797,0.062,188.38,0.03,35.347,-117.794,0.998,0.901,0,-0.007,0,185.831,0.022,9293.001,10.888,194.825,151.942,6.95,0.273,26108519.546,0,54.156,0.968,0.97,0.601,0.324,0.042,0.426,2.999,0,0,0,0,0,-0.037,0.001,6.17,29.899,42.053,0.1,29.26,33.255,553.891,1088.325,0.01,5.38
26.647,13978.621,202.284,-1.061,276.409,1.061,4739.678,5.156,4739.681,0.062,188.37,0.033,35.347,-117.794,0.998,0.783,0,-0.007,0,185.831,0.022,9293.001,10.888,195.062,151.942,6.989,0.274,26133309.451,0,54.225,0.968,0.969,0.601,0.324,0.042,0.368,2.61,0,0,0,0,0,-0.035,0.001,6.17,29.899,42.029,0.1,29.989,33.245,553.848,1088.313,0.01,5.382
26.657,13980.642,201.943,-1.06,276.152,1.061,4741.561,5.16,4741.564,0.062,188.359,0.033,35.347,-117.794,0.998,0.779,0,-0.006,0,185.831,0.022,9293.001,10.888,195.068,151.942,6.99,0.273,26101294.879,0,54.097,0.968,0.969,0.601,0.324,0.042,0.367,2.599,-0,0,0,0,0,-0.035,0.001,6.17,29.899,42.006,0.1,29.835,33.234,553.805,1088.302,0.01,5.384
26.667,13982.66,201.602,-1.061,275.896,1.062,4743.445,5.164,4743.448,0.062,188.348,0.032,35.347,-117.794,0.998,0.818,0,-0.006,0,185.831,0.022,9293.001,10.888,194.991,151.942,6.977,0.273,26048544.913,0,53.897,0.968,0.97,0.601,0.324,0.042,0.385,2.723,-0,0,0,0,0,-0.034,0.001,6.17,29.899,41.982,0.1,29.358,33.224,553.762,1088.291,0.01,5.388
26.677,13984.675,201.26,-1.062,275.639,1.062,4745.328,5.168,4745.331,0.062,188.338,0.031,35.347,-117.794,0.998,0.856,0,-0.006,0,185.831,0.022,9293.001,10.888,194.915,151.942,6.965,0.272,25995808.437,0,53.698,0.968,0.97,0.601,0.324,0.042,0.404,2.847,0,0,0,0,0,-0.033,0.001,6.17,29.899,41.96,0.1,28.882,33.214,553.719,1088.279,0.01,5.39
26.687,13986.685,200.919,-1.062,275.383,1.063,4747.212,5.171,4747.214,0.062,188.329,0.03,35.347,-117.794,0.998,0.894,0,-0.006,0,185.831,0.022,9293.001,10.888,194.841,151.942,6.953,0.272,25943085.723,0,53.5,0.968,0.97,0.602,0.324,0.042,0.422,2.97,-0,0,0,0,0,-0.032,0.001,6.17,29.899,41.937,0.1,28.406,33.203,553.676,1088.268,0.01,5.392
